elites,descriptors,fitnesses
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
CCCC(=O)NN1c2ccccc2Cc2cc([N+](=O)[O-])ccc21,"[0.2609908830424243, 0.6614000000000003, 0.5391428571428571, 0.528156666666667]",0.22950819672131148
CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2)C1,"[0.4065659031515152, 0.46813333333333346, 0.31328571428571433, 0.673975555555556]",0.5048543689320388
CN1CCN(CCPc2cc(S(=O)(=O)N(C)C)ccc2CC=N)CC1,"[0.4823481327212123, 0.19669500000000018, 0.4836428571428572, 0.7395055555555563]",0.4807692307692308
CN1CCN(CS(=O)(=O)c2ccccc2)CC1,"[0.08820878429090907, 0.19419999999999993, 0.2901428571428572, 0.3062755555555561]",0.4
CN(C)S(=O)(=O)c1ccc(O)c(-c2ccc(Br)nc2S(=O)(=O)CF)c1,"[0.6877307692969695, 0.44461666666666666, 0.7474285714285713, 0.5896822222222226]",0.32456140350877194
CN(C)S(=O)(=O)c1ccc(Br)nc1S(C)(=O)=O,"[0.3543465482787877, 0.16631666666666672, 0.6029285714285714, 0.2879955555555559]",0.19626168224299065
CCc1ccc(S(=O)(=O)N(C)C)cc1CN1CCN(C)CC1,"[0.3035830245575758, 0.29111666666666675, 0.31328571428571433, 0.5496311111111116]",0.47959183673469385
CN1CCN(CCC=NC(=O)N(O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"[0.7004787098424243, 0.6886666666666669, 0.7554285714285713, 0.9096433333333341]",0.4666666666666667
C=Cc1ccc([N+](=O)[O-])c(-c2ccccc2C)c1,"[0.04271099592727272, 0.7855366666666672, 0.30814285714285716, 0.3706711111111114]",0.25
CN(C)S(=O)(=O)c1ccc([N+](=O)[O-])c(-c2ccc(Br)nc2CCc2ccccc2)c1,"[0.8001084521818183, 0.8258000000000006, 0.6672142857142856, 0.8750022222222223]",0.3548387096774194
CCc1nc(Br)ccc1-c1nc(Br)ccc1Br,"[0.5843381351151516, 0.9155833333333336, 0.18414285714285716, 0.4438444444444446]",0.14782608695652175
CN1CCN(CC(C(=N)N)c2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2O)CC1,"[0.6673174571272726, 0.3460783333333335, 0.8140000000000001, 0.9223077777777781]",0.5596330275229358
CN1CCN(c2cc(S(=O)(=O)N(C)C)ccc2[N+](=O)[O-])CC1,"[0.3124864427878787, 0.18281666666666663, 0.6214285714285714, 0.48532444444444484]",0.4117647058823529
CN(C)S(=O)(=O)c1ccc(O)c(-c2ccc(Br)nc2S(C)(=O)=O)c1,"[0.6332138656969696, 0.3950833333333333, 0.7474285714285713, 0.5891155555555558]",0.3333333333333333
CN1CCN(CCc2ccccc2-c2cc(S(=O)(=O)N(C)C)ccc2C(=O)N(C)F)CC1,"[0.7188184547636364, 0.47505, 0.45835714285714285, 0.9288144444444453]",0.6018518518518519
CCN(CC)S(=O)(=O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,"[0.2365227458666666, 0.3389166666666667, 0.8832857142857142, 0.33175111111111133]",0.20175438596491227
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2cccc(C(=N)N)c2O)CC1,"[0.6673174571272729, 0.3139116666666667, 0.8140000000000001, 0.9230300000000006]",0.5596330275229358
