elites,descriptors,fitnesses
CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2C(=O)NCl)CC1,"[0.4518725432606061, 0.1779833333333333, 0.5211428571428572, 0.5934222222222227]",0.4423076923076923
Cc1ccc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cc1,"[0.3186066634666667, 0.5163533333333334, 0.2901428571428572, 0.5874533333333338]",0.35135135135135137
Cc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1,"[0.08820878429090907, 0.23851999999999998, 0.2901428571428572, 0.30483111111111155]",0.3469387755102041
Cc1ccc(S(=O)(=O)c2ncccc2CN2CCN(C)CC2)cc1,"[0.36409423629090915, 0.41170333333333337, 0.38221428571428573, 0.5960200000000005]",0.4036697247706422
CN1CCN(CCC=NC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"[0.6520092716, 0.6717333333333336, 0.6737142857142857, 0.9042011111111119]",0.46218487394957986
CN1CCN(CCC2c3ccc(S(=O)(=O)NO)cc3Sc3ccc([N+](=O)[O-])cc32)CC1,"[0.7246024602060607, 0.49938333333333346, 0.8287142857142857, 0.8462933333333339]",0.44537815126050423
CC(=O)Nc1cc(S(=O)(=O)N(C)C)ccc1C(=O)NCl,"[0.28496774123636365, 0.21314999999999995, 0.6827142857142858, 0.3881966666666671]",0.24545454545454545
CC(=O)Nc1cc(S(=O)(=O)N(C)C(=O)NCl)ccc1C(=O)NCl,"[0.4757289268, 0.2520833333333333, 0.8905714285714286, 0.48220444444444455]",0.17886178861788618
CN(C)S(=O)(=O)c1ccc(C(=O)NCl)c(NC(=O)CN2CCN(c3ccccn3)CC2)c1,"[0.7731353089696971, 0.24603333333333335, 0.8210714285714286, 0.9128188888888892]",0.392
CN1CCN(N2c3ccccc3Sc3ccc(F)cc32)CC1,"[0.2730925660484848, 0.6818000000000004, 0.06942857142857144, 0.5352666666666672]",0.41904761904761906
CNS(=O)(=O)c1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,"[0.5853021759757575, 0.49079999999999996, 0.39921428571428574, 0.8243944444444449]",0.5566037735849056
CCN(CC)S(=O)(=O)c1ccc([N+](=O)[O-])c(NC(=O)Nc2ccccc2C)c1,"[0.5488820933454546, 0.6796200000000003, 0.8689285714285715, 0.7447066666666668]",0.288
Cc1ccc2c(c1)N(CCCCN1CCN(C)CC1)c1ccccc1S2,"[0.43093399675151534, 0.8542200000000008, 0.06942857142857144, 0.7991222222222227]",0.47706422018348627
CCCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.3154042798181818, 0.7548000000000005, 0.5391428571428571, 0.5427900000000002]",0.28205128205128205
C=CCN(CC)S(=O)(=O)c1ccc([N+](=O)[O-])c(NC(=O)NC)c1,"[0.35484785053333334, 0.34045, 0.8689285714285715, 0.5089400000000004]",0.19672131147540983
Cc1ncccc1CN1CCN(CCN2CCN(CN3CCN(C)CC3)CC2)CC1,"[0.5767949827636364, 0.1383533333333341, 0.2309285714285715, 0.9182333333333342]",0.21830985915492956
CCCCC(=O)N(C#N)N1c2ccccc2Sc2cc(C)ccc21,"[0.3397723734181818, 0.9187666666666674, 0.3381428571428572, 0.6207444444444448]",0.2857142857142857
CN1CCN(Cc2ccc3ccccc3c2)CC1,"[0.04594742012121208, 0.5145333333333334, 0.04628571428571429, 0.4080222222222228]",0.3939393939393939
CN1CCN(CCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"[0.539814603151515, 0.5733666666666669, 0.3132857142857143, 0.7895533333333341]",0.5728155339805825
CN1CCN(N2c3ccccc3Sc3ccc(S(=O)(=O)NO)cc32)CC1,"[0.5063566136363633, 0.4365333333333334, 0.5437142857142857, 0.6702666666666671]",0.4722222222222222
C=CCN(CC)S(=O)(=O)c1ccc(C)c(NC(=O)Nc2ccccc2C)c1,"[0.4913989777575759, 0.7740066666666672, 0.5607857142857143, 0.7736577777777781]",0.30327868852459017
C=CC(=S)N(CC)S(=O)(=O)c1ccc([N+](=O)[O-])c(NC(=O)Nc2ccccc2F)c1,"[0.688067999587879, 0.7336500000000004, 0.8689285714285715, 0.8277622222222222]",0.25757575757575757
CN1CCN(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1,"[0.45205347597575746, 0.3014166666666666, 0.33642857142857147, 0.7038866666666674]",0.3559322033898305
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1,"[0.676133021963636, 0.5653666666666668, 0.6214285714285714, 0.8527466666666675]",0.5178571428571429
CN1CCN(CCC2c3ccc(S(=O)(=O)NO)cc3Sc3ccc(Cl)cc32)CC1,"[0.6911962463878789, 0.6235833333333337, 0.5205714285714287, 0.8280222222222228]",0.4649122807017544
CN1CCN(CCc2cccnc2S(C)(=O)=O)CC1,"[0.17616802397575762, 0.12916666666666676, 0.3822142857142857, 0.3887533333333339]",0.35294117647058826
Cc1ccc2c(c1)N(N1CCN(C)CC1)c1ccccc1S2,"[0.26104732930909114, 0.7100200000000005, 0.06942857142857144, 0.5883666666666671]",0.4326923076923077
CN1CCN(N2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"[0.4548712694303028, 0.5592000000000003, 0.3132857142857143, 0.6813977777777784]",0.5
CN1CCN(CS(=O)(=O)Cc2cccnc2S(C)(=O)=O)CC1,"[0.36999196409696966, 0.01746666666666689, 0.6260714285714286, 0.4878622222222227]",0.3063063063063063
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccn4)CC3)ccc21,"[0.5731399278303031, 0.2149500000000001, 0.6492142857142857, 0.748025555555556]",0.40336134453781514
CN1CCN(CCC2(F)c3ccc(S(=O)(=O)NO)cc3Sc3ccc([N+](=O)[O-])cc32)CC1,"[0.7791193638060604, 0.5129166666666668, 0.8287142857142857, 0.846793333333334]",0.4380165289256198
CN1CCN(CCN(C)N2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1,"[0.7216205947878788, 0.4748166666666667, 0.6445714285714287, 0.8877022222222231]",0.5495495495495496
CN1CCN(CCN2c3cc(S(C)(=O)=O)ccc3Sc3cccc(P)c32)CC1,"[0.6367285021272728, 0.49010000000000026, 0.3132857142857143, 0.893375555555556]",0.5185185185185185
C=Cc1ccc([N+](=O)[O-])c(NC(=O)Nc2ccccc2C)c1,"[0.21851921618181824, 0.7817033333333337, 0.6019285714285715, 0.522308888888889]",0.2066115702479339
CN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,"[0.20011748683636363, 0.6371000000000003, 0.267, 0.4242200000000005]",0.3939393939393939
CCCN1c2ccccc2Sc2ccc(C)cc21,"[0.0912368804363636, 0.917953333333334, 0.023142857142857146, 0.43378888888888933]",0.3300970873786408
CC(=O)Nc1cc(C)ccc1C(=O)NCl,"[0.003184561430303013, 0.3895033333333333, 0.41571428571428576, 0.2089100000000002]",0.11607142857142858
