elites,descriptors,fitnesses
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CN1CCC(CN(F)CN(C)S(=O)(=O)c2ccc3c(Br)cccc3c2)CC1,"[0.7032832980606062, 0.7014333333333337, 0.3132857142857143, 0.7722088888888895]",0.3445378151260504
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(N)CN)cc32)CC1,"[0.7096250520242425, 0.41683333333333333, 0.685, 0.9434066666666673]",0.8210526315789474
Cc1ccc2c(c1)N(C)c1ccccc1S2,"[0.006293546715151489, 0.7879200000000003, 0.023142857142857146, 0.33118888888888925]",0.32323232323232326
CCCC=C(C)N1c2ccccc2Sc2ccc(S(=O)(=O)N([O-])O)cc21,"[0.5032702202057878, 0.8951500000000007, 0.5993571428571429, 0.6887700000000007]",0.4017857142857143
CN1CCN(OC(=O)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.33060220623030295, 0.4020833333333333, 0.47800000000000004, 0.5187200000000007]",0.3888888888888889
CN1CCN(CCN(Br)N(C)N2CCN(CN(C)N=Cc3ccccc3)C2)CC1,"[0.730960015818182, 0.26766666666666716, 0.25028571428571433, 0.9142000000000006]",0.3228346456692913
CN1CCN(CC(=O)N(F)S(=O)(=O)N(CF)C(=O)OCl)CC1,"[0.42133931727272717, 0.03518333333333327, 0.6462142857142859, 0.34398666666666694]",0.23275862068965517
CN(C)S(=O)(=O)c1ccc2c(c1)C(=CC[N+](=O)[O-])c1ccccc1S2,"[0.45774287573333333, 0.6016500000000004, 0.5751428571428571, 0.6313355555555559]",0.6210526315789474
CN(C=O)N1c2ccccc2Sc2cc(S(=O)(=O)N[N+](=O)[O-])ccc21,"[0.46977245904242415, 0.3770833333333334, 0.8061428571428573, 0.5587655555555557]",0.3391304347826087
CN(C)C=CN(C)N(Br)CCN1CCN(C)CC1,"[0.2852641149454545, 0.20421666666666682, 0.11571428571428573, 0.4462222222222228]",0.2761904761904762
