elites,descriptors,fitnesses
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CONS(=O)(=O)c1ccc2c(c1)Sc1ccccc1N2NC(=O)CCN1CCN(C)CC1,"[0.7640922616484852, 0.38294999999999996, 0.673, 0.9241466666666673]",0.4915254237288136
CCCN(C)S(=O)(=O)C(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.5516998867999999, 0.748183333333334, 0.7202142857142858, 0.700413333333334]",0.325
CN(C)S(=O)(=O)N(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.3122883302787879, 0.29445000000000005, 0.534, 0.4611511111111116]",0.330188679245283
CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc(O)ccc32)CC1,"[0.4823090818424241, 0.5272666666666668, 0.42178571428571426, 0.7500833333333339]",0.45535714285714285
CN1CCN(S(=O)(=O)c2ccccc2)CC1,"[0.04573711743030301, 0.18711666666666663, 0.2901428571428572, 0.25219777777777824]",0.3541666666666667
CCN1CCN(CCN(S(=O)(=O)c2ccc3ccccc3c2)S(=O)(=O)N(C)C)CC1,"[0.6944571134545454, 0.29573333333333335, 0.5802857142857143, 0.8777844444444451]",0.4482758620689655
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCN(C)CC1)c1ccccc1S2,"[0.652085490169697, 0.7536333333333339, 0.4651428571428572, 0.9261300000000005]",0.45
CN1CCN(CCNCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.45816150647272713, 0.2924666666666668, 0.39921428571428574, 0.7300388888888896]",0.5142857142857142
Cc1ccc2nc3ccccc3c(CCCCN3CCN(C)CC3)c2c1,"[0.370412569478788, 0.7944200000000006, 0.1383571428571429, 0.7873444444444451]",0.4
CPCc1ccc2c(c1)N(C(=O)CCN1CCN(C)CC1)c1ccccc1S2,"[0.5702093034727271, 0.7936166666666673, 0.1913571428571429, 0.8961111111111113]",0.4690265486725664
CCN(c1ccccc1)S(=O)(=O)CCC(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.7820977659757575, 0.9117500000000006, 0.7202142857142858, 0.9852577777777782]",0.2714285714285714
CCN(C)S(=O)(=O)N(O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.5183521563999999, 0.5833666666666669, 0.7659285714285715, 0.6294411111111113]",0.3220338983050847
CN1CCN(S(=O)(=O)N2CCN(CN(C)S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1,"[0.7763083226424242, 0.17126666666666732, 0.6034285714285715, 0.9433288888888895]",0.4112903225806452
CN1CCN(CCc2ccc3ccccc3c2)CC1,"[0.08841908698181813, 0.5216166666666667, 0.04628571428571429, 0.4621000000000006]",0.42424242424242425
CN1CCN(CCN(O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"[0.5337944260484848, 0.5918500000000001, 0.5452142857142857, 0.7581100000000006]",0.46017699115044247
CCN1CCN(C(=O)CN(S(=O)(=O)c2ccc3ccccc3c2)S(=O)(=O)N(C)C)CC1,"[0.7368185212, 0.21683333333333354, 0.7022142857142857, 0.8793400000000007]",0.4166666666666667
CN1CCN(CCN(C=N)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.4095818091151514, 0.36416166666666666, 0.4836428571428572, 0.6728944444444451]",0.5145631067961165
CN(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.030505150472727265, 0.43168333333333336, 0.267, 0.27578666666666707]",0.3870967741935484
CN1CCN(CCc2ccc3c(c2)C(=O)C(=O)N3C)CC1,"[0.188373869430303, 0.1892666666666666, 0.31328571428571433, 0.464705555555556]",0.3584905660377358
CN(S(=O)(=O)c1ccc2ccccc2c1)S(=O)(=O)N1CCN(CO)CC1,"[0.5275523114303031, 0.12875, 0.7016428571428571, 0.6449822222222229]",0.4017857142857143
CCCC(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.2699167069939394, 0.8373666666666671, 0.45321428571428574, 0.5079488888888893]",0.2894736842105263
Cc1ccc2nc3ccccc3c(NC(=O)N3CCN(C)CC3)c2c1,"[0.3308465494666667, 0.6626200000000003, 0.34621428571428575, 0.6897188888888893]",0.3418803418803419
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc([N+](=O)[O-])cc32)CC1,"[0.5246704895878785, 0.6436000000000003, 0.49949999999999994, 0.7706822222222229]",0.4732142857142857
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(C)c1,"[0.25472432555151514, 0.7272700000000004, 0.267, 0.47596444444444486]",0.308411214953271
CCCN(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.11544848419393947, 0.5617166666666669, 0.267, 0.37838666666666715]",0.33663366336633666
CONS(=O)(=O)c1ccc2c(c1)Sc1ccccc1N2NC(=O)CN1CCN(C)CC1,"[0.7216205947878791, 0.3179333333333333, 0.673, 0.8728466666666673]",0.4661016949152542
Cc1ccc2c(c1)N(C(=O)N1CCN(C)CC1)c1ccccc1S2,"[0.34588040391515146, 0.7441866666666672, 0.1913571428571429, 0.6483222222222227]",0.42592592592592593
CN1CCN(CCC=C(F)CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.5884978073333332, 0.640216666666667, 0.3132857142857143, 0.8458422222222229]",0.5181818181818182
CCc1ccc2c(c1)N(C(C)=O)c1ccccc1S2,"[0.13359828818181815, 0.8163666666666671, 0.1450714285714286, 0.43561111111111156]",0.3113207547169811
CN1CCN(CCN(C)CC(F)=CCS(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.5884978073333332, 0.5243500000000001, 0.3132857142857143, 0.8513977777777786]",0.4649122807017544
