elites,descriptors,fitnesses
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CN1CCN(N(C)S(=O)(=O)c2ccc3c(c2)C(=CBr)c2ccccc2S3)CC1,"[0.7697990334666668, 0.7030333333333338, 0.3132857142857143, 0.8559088888888893]",0.6907216494845361
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)[NH2+][O-])cc32)CC1,"[0.7126069174424241, 0.3861833333333333, 0.5966428571428571, 0.920902222222223]",0.8602150537634409
[O-]c1ccc2c(c1)C(=CBr)c1ccccc1S2,"[0.23620748956336374, 0.7514833333333336, 0.1647142857142857, 0.36065555555555573]",0.3958333333333333
CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCC(=O)ON=N)c1ccccc1S2,"[0.5395940849212124, 0.7020783333333337, 0.7135000000000001, 0.6757277777777779]",0.5841584158415841
CN(C)S(=O)(=O)c1ccc2c(c1)C(=C[NH2+][O-])c1ccccc1S2,"[0.3729098011272726, 0.3919833333333333, 0.5503571428571429, 0.558346666666667]",0.6021505376344086
CN1CCN(CCN(Br)N(C)N(C)CN(C)N(C)N=Cc2ccccc2)CC1,"[0.6945963794545457, 0.3015833333333338, 0.25028571428571433, 0.8836111111111117]",0.3360655737704918
CN1CCN(CC(=O)N(F)S(=O)(=O)N(CF)C(=O)OCl)CC1,"[0.42133931727272717, 0.03518333333333327, 0.6462142857142859, 0.34398666666666694]",0.23275862068965517
CN1CCN(CCC=C2c3ccccc3Sc3ccc(C(=O)[O-])cc32)CC1,"[0.46711688653306044, 0.5139833333333335, 0.3329285714285714, 0.7441166666666674]",0.7157894736842105
CN(C=O)N1c2ccccc2Sc2cc(S(=O)(=O)N[N+](=O)[O-])ccc21,"[0.46977245904242415, 0.3770833333333334, 0.8061428571428573, 0.5587655555555557]",0.3391304347826087
CN(C=O)C=CN(C)N(Br)CCN1CCN(C)CC1,"[0.3276255226909091, 0.12531666666666685, 0.2376428571428572, 0.4477777777777782]",0.2803738317757009
CN(C(N)(N)CCN)S(=O)(=O)c1ccc2ccccc2c1,"[0.25191120266666656, 0.14671666666666686, 0.8245714285714285, 0.48526666666666707]",0.30275229357798167
CCC=C(C)CN(C)S(=O)(=O)c1ccc2c(NC(=N)N)cccc2c1,"[0.4095818091151516, 0.6036616666666669, 0.7091428571428572, 0.7038733333333336]",0.275
CN1CCN(S(=O)(=O)c2ccccc2)CC1,"[0.04573711743030301, 0.18711666666666663, 0.2901428571428572, 0.25219777777777824]",0.3541666666666667
CCc1ccc(S(=O)(=O)N(C)Cl)cc1[N+](=O)[O-],"[0.1606448651878788, 0.40524999999999994, 0.5751428571428571, 0.25862444444444466]",0.2169811320754717
CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCN=NO)c1ccccc1S2,"[0.45476101031515176, 0.6957666666666671, 0.5880714285714286, 0.6274255555555559]",0.6145833333333334
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)[NH+](N)[O-])cc32)CC1,"[0.6701352505818181, 0.27758333333333346, 0.6724285714285715, 0.8704766666666673]",0.7894736842105263
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N=N)cc32)CC1,"[0.7035170215272728, 0.7144783333333337, 0.5719285714285715, 0.9192944444444452]",0.8602150537634409
CN1CCN(CN(C)c2ccc3c(c2)C(=C[NH2+][O-])c2ccccc2S3)CC1,"[0.47631131046060615, 0.45711666666666667, 0.3527857142857143, 0.7968711111111116]",0.5980392156862745
CO[NH2+]N(C)S(=O)(=O)C=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)[NH3+])cc21,"[0.7062852595278183, 0.019866666666667143, 0.9159999999999998, 0.7504455555555558]",0.4909090909090909
