elites,descriptors,fitnesses
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CONS(=O)(=O)c1ccc2c(c1)Sc1ccccc1N2NC(=O)CCN1CCN(C)CC1,"[0.7640922616484852, 0.38294999999999996, 0.673, 0.9241466666666673]",0.4915254237288136
CCCN(C)S(=O)(=O)C(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.5516998867999999, 0.748183333333334, 0.7202142857142858, 0.700413333333334]",0.325
CN1CCN(OC(=O)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.33060220623030295, 0.4020833333333333, 0.47800000000000004, 0.5187200000000007]",0.3888888888888889
CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.41267393364848487, 0.43296666666666667, 0.3132857142857143, 0.6924200000000007]",0.5294117647058824
CN1CCN(S(=O)(=O)c2ccccc2)CC1,"[0.04573711743030301, 0.18711666666666663, 0.2901428571428572, 0.25219777777777824]",0.3541666666666667
CONS(=O)(=O)c1ccc2c(c1)Sc1ccccc1N2NC(C)=O,"[0.4243951453333335, 0.4466833333333334, 0.6267142857142858, 0.5588133333333338]",0.3217391304347826
CN1CCN(CN(S(=O)(=O)c2ccc3ccccc3c2)S(=O)(=O)N(C)C)CC1,"[0.6095137797333333, 0.22363333333333335, 0.5802857142857143, 0.7724066666666675]",0.5
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCN(C)CC1)c1ccccc1S2,"[0.652085490169697, 0.7536333333333339, 0.4651428571428572, 0.9261300000000005]",0.45
CN1CCN(CCNCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.45816150647272713, 0.2924666666666668, 0.39921428571428574, 0.7300388888888896]",0.5142857142857142
Cc1ccc2nc3ccccc3c(CCCCN3CCN(C)CC3)c2c1,"[0.370412569478788, 0.7944200000000006, 0.1383571428571429, 0.7873444444444451]",0.4
Cc1ccc2c(c1)N(C(=O)CCCN1CCN(C)CC1)c1ccccc1S2,"[0.47329540449696966, 0.7753200000000007, 0.1913571428571429, 0.8006777777777782]",0.4818181818181818
CCN(c1ccccc1)S(=O)(=O)CCC(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.7820977659757575, 0.9117500000000006, 0.7202142857142858, 0.9852577777777782]",0.2714285714285714
CN(O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.1940973097333335, 0.6555833333333337, 0.4989285714285714, 0.3927766666666669]",0.29357798165137616
CCN(C)S(=O)(=O)N(O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.5183521563999999, 0.5833666666666669, 0.7659285714285715, 0.6294411111111113]",0.3220338983050847
CN1CCN(N2CCN(CCNCN(C)S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1,"[0.7129152890666667, 0.21456666666666735, 0.4455, 0.9872166666666674]",0.43902439024390244
CN1CCN(CCc2ccc3ccccc3c2)CC1,"[0.08841908698181813, 0.5216166666666667, 0.04628571428571429, 0.4621000000000006]",0.42424242424242425
CN1CCN(CCN(O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"[0.5337944260484848, 0.5918500000000001, 0.5452142857142857, 0.7581100000000006]",0.46017699115044247
CN(C)S(=O)(=O)N(CC(=O)N1CCN(CCP)CC1)S(=O)(=O)c1ccc2ccccc2c1,"[0.8337324201757575, 0.1927000000000001, 0.7022142857142857, 0.9782622222222221]",0.4180327868852459
CN1CCN(CCN(C=N)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.4095818091151514, 0.36416166666666666, 0.4836428571428572, 0.6728944444444451]",0.5145631067961165
CCC(=O)Nc1cc(S(=O)(=O)N(Cl)CC)ccc1Cl,"[0.30003096566060605, 0.5588166666666669, 0.47485714285714287, 0.39768333333333367]",0.20535714285714285
CN(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.030505150472727265, 0.43168333333333336, 0.267, 0.27578666666666707]",0.3870967741935484
CN1CCN(CCc2ccc3c(c2)C(=O)C(=O)N3C)CC1,"[0.188373869430303, 0.1892666666666666, 0.31328571428571433, 0.464705555555556]",0.3584905660377358
CCN(Cl)S(=O)(=O)Cc1ccccc1,"[0.024326446375757562, 0.41534999999999994, 0.267, 0.1922088888888893]",0.20588235294117646
CN(S(=O)(=O)c1ccc2ccccc2c1)S(=O)(=O)N1CCN(CO)CC1,"[0.5275523114303031, 0.12875, 0.7016428571428571, 0.6449822222222229]",0.4017857142857143
CCCC(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.2699167069939394, 0.8373666666666671, 0.45321428571428574, 0.5079488888888893]",0.2894736842105263
Cc1ccc2nc3ccccc3c(NC(=O)N3CCN(C)CC3)c2c1,"[0.3308465494666667, 0.6626200000000003, 0.34621428571428575, 0.6897188888888893]",0.3418803418803419
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc([N+](=O)[O-])cc32)CC1,"[0.5246704895878785, 0.6436000000000003, 0.49949999999999994, 0.7706822222222229]",0.4732142857142857
CC=C(F)CCN(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.2488006910181818, 0.7039500000000006, 0.267, 0.4805088888888894]",0.32407407407407407
CCCN(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.11544848419393947, 0.5617166666666669, 0.267, 0.37838666666666715]",0.33663366336633666
CN1CCC(CC(=O)N2c3ccccc3Sc3ccc([N+](=O)[O-])cc32)CC1,"[0.47918291676363634, 0.8260000000000006, 0.47635714285714287, 0.7293933333333341]",0.36134453781512604
CONS(=O)(=O)c1ccc2c(c1)Sc1ccccc1N2NC(=O)CN1CCN(C)CC1,"[0.7216205947878791, 0.3179333333333333, 0.673, 0.8728466666666673]",0.4661016949152542
