elites,descriptors,fitnesses
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CN1CCC(CN(F)CN(C)S(=O)(=O)c2ccc3c(Br)cccc3c2)CC1,"[0.7032832980606062, 0.7014333333333337, 0.3132857142857143, 0.7722088888888895]",0.3445378151260504
CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN1CCN(C(=N)N)CC1)c1ccccc1S2,"[0.7459886883878791, 0.539061666666667, 0.6695, 0.9944766666666668]",0.8229166666666666
Cc1ccc2c(c1)N(C)c1ccccc1S2,"[0.006293546715151489, 0.7879200000000003, 0.023142857142857146, 0.33118888888888925]",0.32323232323232326
CCC(=N)C=C1c2ccccc2Sc2ccc(S(=O)(=O)N([O-])P=O)cc21,"[0.5454963913269999, 0.8679783333333339, 0.7240000000000001, 0.6900222222222225]",0.4811320754716981
CN(C)S(=O)(=O)c1ccc2c(c1)C(=C[NH2+][O-])c1ccccc1S2,"[0.3729098011272726, 0.3919833333333333, 0.5503571428571429, 0.558346666666667]",0.6021505376344086
CN1CCN(CCN(Br)N(C)N2CCN(N(C)N=Cc3ccccc3)C2)CC1,"[0.688488348957576, 0.2605833333333338, 0.25028571428571433, 0.8601222222222227]",0.33064516129032256
CN1CCN(CC(=O)N(F)S(=O)(=O)N(CF)C(=O)OCl)CC1,"[0.42133931727272717, 0.03518333333333327, 0.6462142857142859, 0.34398666666666694]",0.23275862068965517
CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCN)c1ccccc1S2,"[0.36691202974545467, 0.5486500000000003, 0.4528571428571429, 0.6001466666666672]",0.6555555555555556
CN(C=O)N1c2ccccc2Sc2cc(S(=O)(=O)N[N+](=O)[O-])ccc21,"[0.46977245904242415, 0.3770833333333334, 0.8061428571428573, 0.5587655555555557]",0.3391304347826087
CN(C)C=CN(C)N(Br)CCN1CCN(C)CC1,"[0.2852641149454545, 0.20421666666666682, 0.11571428571428573, 0.4462222222222228]",0.2761904761904762
