elites,descriptors,fitnesses
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CN1CCN(CCN(C)S(=O)(=O)C(=O)N2c3ccccc3Sc3ccc(N)cc32)CC1,"[0.7156228234060609, 0.5000833333333335, 0.6442142857142857, 0.9382355555555562]",0.5221238938053098
CC(=O)N1c2ccccc2Sc2ccc(F)cc21,"[0.10317185806060614, 0.7458166666666669, 0.1450714285714286, 0.3309444444444447]",0.29523809523809524
CCCN(C)S(=O)(=O)C(=O)N1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.5516998867999999, 0.7481833333333339, 0.7202142857142858, 0.700413333333334]",0.33613445378151263
CN1CCN(OC(=O)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.33060220623030295, 0.4020833333333333, 0.47800000000000004, 0.5187200000000007]",0.3888888888888889
CN1CCN(CCNN2CCN(CCNCc3ccccc3Br)CC2)CC1,"[0.6460929006666666, 0.23471666666666713, 0.26442857142857146, 0.8422377777777785]",0.2713178294573643
CN1CCN(CCC=C(F)N(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.5035544736121211, 0.5681166666666669, 0.3132857142857143, 0.7404644444444451]",0.5480769230769231
CN(O)N1c2ccccc2Sc2cc(S(=O)(=O)N[N+](=O)[O-])ccc21,"[0.4334088226787878, 0.4158833333333334, 0.8287142857142857, 0.5112377777777779]",0.336283185840708
CN1CCN(CCN(Br)N2CCN(C)CC2)CC1,"[0.2852641149454545, 0.08468333333333355, 0.11571428571428573, 0.42933333333333396]",0.22522522522522523
CN(C(N)(N)CCN)S(=O)(=O)c1ccc2ccccc2c1,"[0.25191120266666656, 0.14671666666666686, 0.8245714285714285, 0.48526666666666707]",0.30275229357798167
CN1CCN(S(=O)(=O)c2ccccc2)CC1,"[0.04573711743030301, 0.18711666666666663, 0.2901428571428572, 0.25219777777777824]",0.3541666666666667
CN(C)S(=O)(=O)CCN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.4668668121939394, 0.5981500000000003, 0.5982857142857143, 0.6460133333333338]",0.375
CN1CCN(CCN(S(=O)(=O)c2ccc3ccccc3c2)S(=O)(=O)N(C)C)CC1,"[0.6519854465939393, 0.2307166666666669, 0.5802857142857143, 0.8264844444444452]",0.5277777777777778
CC(=CCCN1CCN(C)CC1)C(=O)N1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.645977459672727, 0.8013166666666671, 0.49949999999999994, 0.9235377777777785]",0.49137931034482757
CN1CCN(CCN(C)N(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.45816150647272713, 0.34241666666666665, 0.33642857142857147, 0.7273755555555562]",0.5490196078431373
CN(S(=O)(=O)c1ccc2ccccc2c1)S(=O)(=O)N1CCN(CCC(=O)NF)CC1,"[0.7063920910787881, 0.20224999999999993, 0.765, 0.7744144444444452]",0.4
CN1CCN(CCN(C)S(=O)(=O)c2ccc3c(Br)cccc3c2)CC1,"[0.6062947276, 0.4950333333333335, 0.3132857142857143, 0.7266755555555561]",0.49038461538461536
Cc1ccc2nc3ccccc3c(CCCCN3CCN(C)CC3)c2c1,"[0.370412569478788, 0.7944200000000006, 0.1383571428571429, 0.7873444444444451]",0.4
CC(=CCCN1CCN(C)CC1)C(=O)N1c2ccccc2Sc2ccc(C)cc21,"[0.5521307077212121, 0.8680200000000008, 0.19135714285714286, 0.9022333333333338]",0.5135135135135135
