elites,descriptors,fitnesses
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CONS(=O)(=O)c1ccc2c(c1)Sc1ccccc1N2NC(=O)CCN1CCN(C)CC1,"[0.7640922616484852, 0.38294999999999996, 0.673, 0.9241466666666673]",0.4915254237288136
CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc(O)ccc32)CC1,"[0.4823090818424241, 0.5272666666666668, 0.42178571428571426, 0.7500833333333339]",0.45535714285714285
CN1CCN(S(=O)(=O)c2ccccc2)CC1,"[0.04573711743030301, 0.18711666666666663, 0.2901428571428572, 0.25219777777777824]",0.3541666666666667
CN(S(=O)(=O)c1ccc2ccccc2c1)S(=O)(=O)N1CCN(CCO)CC1,"[0.5700239782909091, 0.13583333333333328, 0.7016428571428571, 0.6990600000000007]",0.42857142857142855
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCN(C)CC1)c1ccccc1S2,"[0.652085490169697, 0.7536333333333339, 0.4651428571428572, 0.9261300000000005]",0.45
CN1CCN(CCNCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.45816150647272713, 0.2924666666666668, 0.39921428571428574, 0.7300388888888896]",0.5142857142857142
CN1CCN(CCCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1,"[0.4973723062666665, 0.797633333333334, 0.21392857142857144, 0.7693533333333338]",0.40350877192982454
CN1CCN(Cc2ccc3ccccc3c2)CC1,"[0.04594742012121208, 0.5145333333333334, 0.04628571428571429, 0.4080222222222228]",0.3939393939393939
CN1CCN(CCN(O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"[0.5337944260484848, 0.5918500000000001, 0.5452142857142857, 0.7581100000000006]",0.46017699115044247
CCN1CCN(C(=O)CN(S(=O)(=O)c2ccc3ccccc3c2)S(=O)(=O)N(C)C)CC1,"[0.7368185212, 0.21683333333333354, 0.7022142857142857, 0.8793400000000007]",0.4166666666666667
CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)C[O-])ccc32)CC1,"[0.6126297292727272, 0.36436666666666656, 0.5854285714285714, 0.8221900000000006]",0.4369747899159664
CCN(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.07297681733333332, 0.49670000000000014, 0.267, 0.3270866666666671]",0.3333333333333333
CS(=O)(=O)N1CCN(CCc2ccccc2)CC1,"[0.13068045115151522, 0.2177166666666666, 0.2901428571428572, 0.36669777777777834]",0.3465346534653465
CCN1CCN(C(=O)Nc2c3ccccc3nc3ccc(C)cc23)CC1,"[0.37331821632727274, 0.7276366666666672, 0.3462142857142857, 0.7410188888888894]",0.32231404958677684
CN1CCN(CCC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"[0.5246704895878785, 0.6436000000000003, 0.49949999999999994, 0.7706822222222229]",0.46017699115044247
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(C)c1,"[0.25472432555151514, 0.7272700000000004, 0.267, 0.47596444444444486]",0.308411214953271
CCCN(C)S(=O)(=O)c1ccc2ccccc2c1,"[0.11544848419393947, 0.5617166666666669, 0.267, 0.37838666666666715]",0.33663366336633666
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4C=N)CC3)ccc21,"[0.6519752310545455, 0.31539500000000015, 0.7274999999999999, 0.8601444444444449]",0.4214876033057851
Cc1ccc2nc3ccccc3c(CCN3CCN(C)CC3)c2c1,"[0.2854692357575759, 0.664386666666667, 0.1383571428571429, 0.684744444444445]",0.42201834862385323
CCc1ccc2c(c1)N(C(=O)CCN1CCN(C)CC1)c1ccccc1S2,"[0.47329540449696966, 0.7526333333333338, 0.1913571428571429, 0.8009444444444449]",0.4818181818181818
CCCn1c2ccccc2c(=O)c2cc(Cl)ccc21,"[0.1396254295393939, 0.7863500000000005, 0.15714285714285714, 0.45572222222222253]",0.25225225225225223
CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(NC(=O)CN2CCN(C)CC2)c1,"[0.6822704224363638, 0.5401833333333336, 0.5211428571428571, 0.8962944444444451]",0.4444444444444444
NC(=O)CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21,"[0.7004446692969697, 0.12503333333333375, 0.8649285714285713, 0.8629411111111113]",0.3779527559055118
CCn1cc(O)c(=O)c2cc(S(=O)(=O)N(C)C)ccc21,"[0.21540326664242415, 0.24621666666666664, 0.5686428571428571, 0.4046622222222226]",0.3018867924528302
CN1CCN(CCNCCc2ccccc2)CC1,"[0.06728741757575753, 0.2610166666666667, 0.1322142857142857, 0.4105855555555561]",0.33980582524271846
CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.19729969338181824, 0.3793166666666667, 0.2901428571428572, 0.4467088888888894]",0.42
Cc1ccc2c(c1)N(C(=O)CCN1CCN(C)CC1)c1ccccc1S2,"[0.4308237376363636, 0.7103033333333338, 0.1913571428571429, 0.7493777777777781]",0.4953271028037383
CCN1CCN(C(=O)CN(C)S(=O)(=O)c2ccccc2)CC1,"[0.3034727654424244, 0.16186666666666671, 0.4352142857142857, 0.49946444444444515]",0.35185185185185186
CN1CCN(Cc2cccc(C(=O)NO)c2N(C)S(=O)(=O)c2ccc(OC(=O)N(C)F)cc2)CC1,"[0.8611346449575754, 0.3655333333333333, 0.8766428571428572, 0.9488277777777784]",0.3816793893129771
CN1CCN(S(=O)(=O)N2CCN(CCc3ccccc3)CC2)CC1,"[0.38543423374545444, 0.13981666666666706, 0.33642857142857147, 0.6238755555555563]",0.3508771929824561
