smiles,descriptors,fitnesses
Cc1ccc(-c2cc(-c3ccc(S(N)(=O)=O)cc3)ncn2)cc1,"[0.3032984779393942, 0.5444033333333334, 0.613857142857143, 0.5446022222222224]",0.5280898876404494
CS(=O)(=O)c1ccc(Br)cc1,"[0.027075795648484863, 0.39210000000000006, 0.24385714285714286, 0.08057555555555575]",0.2345679012345679
CCOCCc1cc(-c2ccc(C)cc2)n(-c2ccc(C(F)(F)F)cc2)c1S(N)(=O)=O,"[0.6882974189575758, 0.8663200000000005, 0.5308571428571428, 0.8057133333333338]",0.5445544554455446
N=PS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,"[0.3212253661151516, 0.8782783333333337, 0.4142142857142857, 0.3745055555555557]",0.43820224719101125
CCCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(C(F)(F)F)cc2)c1S(N)(=O)=O,"[0.7911802539757575, 0.7777500000000006, 0.7087857142857142, 0.8298333333333336]",0.5096153846153846
Cc1ccc(C2C(S(=O)(=O)O)C(C(F)(F)F)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,"[0.7213586280969698, 0.47973666666666687, 0.9295, 0.7004533333333334]",0.5408163265306123
NS(=O)(=O)c1ccc(-n2cc(-c3ccc(F)cc3)nnc2=O)cc1,"[0.36682905888484857, 0.2635, 0.771, 0.493291111111111]",0.4838709677419355
NC(=O)c1cn(-c2ccc(S(N)(=O)=O)cc2)nc1-c1ccc(Br)cc1,"[0.5908762829575759, 0.4246833333333333, 0.8647857142857144, 0.62879]",0.47368421052631576
CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,"[0.22740359167272728, 0.7126500000000004, 0.24385714285714286, 0.3332200000000002]",0.47058823529411764
Cc1ccc(-c2cn(-c3ccc(-c4ccc(S(N)(=O)=O)cc4)cc3)c(=N)[nH]2)cc1,"[0.5428202935757577, 0.679115, 0.7480714285714285, 0.8106288888888888]",0.47115384615384615
CS(=O)(=O)c1ccc(-c2ccc(-c3ccc(F)cc3)n2-c2ccc(F)cc2)cc1,"[0.5578630491636364, 0.998833333333334, 0.2790714285714286, 0.7740755555555556]",0.39090909090909093
Cc1ccc(-c2nn(-c3ccc(S(N)(=O)=O)cc3)cc2C(N)=O)cc1,"[0.39725548900606056, 0.3490033333333334, 0.8647857142857143, 0.595867777777778]",0.5730337078651685
CS(=O)(=O)c1ccc(-c2nc(-c3ccc(S(N)(=O)=O)cc3)cc(C(F)(F)F)n2)cc1,"[0.703144795721212, 0.5633833333333335, 0.8577142857142857, 0.6932111111111112]",0.52
NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)C(S(=O)(=O)O)C2F)cc1,"[0.503005985660606, 0.18738333333333343, 0.9295, 0.37796444444444466]",0.3854166666666667
Cc1ccc(-n2c(C)ccc2-c2ccc(S(C)(=O)=O)cc2)cc1,"[0.303374696509091, 0.7774400000000005, 0.2790714285714286, 0.5976533333333336]",0.5168539325842697
Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1F,"[0.08502205407272727, 0.5166033333333334, 0.2790714285714286, 0.2691200000000003]",0.39285714285714285
Cc1ccc(-c2cnc(NCc3ccc(C(F)(F)S(C)(=O)=O)cc3)n2C)cc1,"[0.5458553162181817, 0.7669200000000004, 0.4570714285714286, 0.7320833333333336]",0.45098039215686275
Cc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)c(=O)[nH]2)cc1,"[0.315404279818182, 0.38140333333333326, 0.699642857142857, 0.5326211111111113]",0.5697674418604651
Cc1nn(-c2ccc(S(N)(=O)=O)cc2)cc1C(N)=O,"[0.166857609830303, 0.07117000000000001, 0.8647857142857143, 0.31324555555555567]",0.38636363636363635
Cc1ccc(-c2ccc(-c3coc(=O)n3-c3ccc(C(=O)O)cc3)cc2N)cc1,"[0.48826259713939396, 0.8088866666666671, 0.7032857142857143, 0.7920633333333337]",0.36607142857142855
Cc1ccc(-c2cnc(NNS(=O)(=O)c3ccc(-c4noc(C(F)(F)F)n4)cc3)n2C)cc1,"[0.7669802850424244, 0.7116200000000003, 0.821, 0.8006800000000002]",0.46846846846846846
NS(=O)(=O)c1ccc(-n2cc(-c3ccc(F)cc3)[nH]c2=O)cc1,"[0.32744951655757565, 0.35318333333333335, 0.699642857142857, 0.479521111111111]",0.4835164835164835
CS(=O)(=O)c1ccc(-c2cc(CF)c(S(N)(=O)=O)n2-c2ccc(C(F)(F)F)cc2)cc1,"[0.7607538238545455, 0.6972500000000004, 0.7087857142857142, 0.7278000000000001]",0.5247524752475248
NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)c(-c3ccc(Br)cc3)n2)cc1,"[0.6665780131878791, 0.7446666666666671, 0.557, 0.5897244444444443]",0.5955056179775281
Cc1ccc(-c2cnc(S(N)(=O)=O)n2C)cc1,"[0.07900862926060603, 0.25715333333333334, 0.5569999999999999, 0.27504666666666694]",0.40963855421686746
Cn1c(-c2ccc(C(F)(F)F)cc2)cnc1-c1ccc(S(N)(=O)=O)cc1,"[0.47295721923636347, 0.6533833333333335, 0.557, 0.5606133333333334]",0.5777777777777777
Cc1ccc(-c2cnc(N(Cc3ccc(C(F)(F)S(C)(=O)=O)cc3)S(N)(=O)=O)n2C)cc1,"[0.7851668291636361, 0.5332533333333335, 0.8240000000000001, 0.8650111111111113]",0.44036697247706424
Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,"[0.3184358392121214, 0.648386666666667, 0.37114285714285716, 0.5200533333333337]",0.4835164835164835
Cc1ccc(-c2ccc(-c3coc(=O)n3C(F)(F)F)cc2)cc1,"[0.2850970099515152, 0.8433366666666672, 0.251, 0.4430555555555557]",0.4673913043478261
NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,"[0.07891402357575757, 0.4400166666666667, 0.4297142857142857, 0.25788000000000016]",0.4567901234567901
Cc1ccc(-c2cc(CF)c(S(N)(=O)=O)n2-c2ccc(C(F)(F)F)cc2)cc1,"[0.5669298837333334, 0.8480700000000004, 0.46492857142857147, 0.634768888888889]",0.5978260869565217
Cc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(C)c2C)cc1,"[0.34584636336969704, 0.8288433333333339, 0.2790714285714286, 0.650286666666667]",0.5222222222222223
Cc1ccc(NS(=O)(=O)c2ccc(-c3noc(-c4noc(C(F)(F)F)n4)n3)cc2)cc1,"[0.6850188167393941, 0.7357700000000004, 0.8857857142857143, 0.6668388888888888]",0.43636363636363634
CS(=O)(=O)c1ccc(-c2nc(Nc3ccc(O)cc3)cc(C(F)(F)F)n2)cc1,"[0.5577902938424243, 0.7525166666666671, 0.6584285714285715, 0.6329922222222224]",0.46534653465346537
Cn1c(-c2ccc(S(N)(=O)=O)cc2)cnc1-c1ccc(S(N)(=O)=O)cc1,"[0.5062463545212121, 0.25815, 0.9867142857142857, 0.6314044444444445]",0.4489795918367347
Cc1ccc(-c2cnc(C(F)(F)F)n2C)cc1,"[0.04571949397575755, 0.652386666666667, 0.12728571428571428, 0.20425555555555575]",0.40963855421686746
CS(=O)(=O)c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.26069272695757595, 0.31741666666666674, 0.6735714285714285, 0.4040111111111115]",0.42045454545454547
Cc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.06686878683636363, 0.4682366666666667, 0.4297142857142857, 0.3109800000000002]",0.5526315789473685
CCOCCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(C)cc2)c1C,"[0.5217308021939395, 0.8739400000000007, 0.34500000000000003, 0.822064444444445]",0.46078431372549017
Nc1ccc(-c2nn(-c3ccc(S(N)(=O)=O)cc3)cc2C(F)(F)F)cc1,"[0.47597312519999996, 0.5479500000000002, 0.7428571428571429, 0.5531955555555557]",0.5955056179775281
CCOCCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(C(F)(F)F)cc2)c1C,"[0.6852815129939395, 0.9923366666666675, 0.34500000000000003, 0.8250088888888895]",0.4857142857142857
Cc1c(CCOF)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,"[0.6548550828727274, 0.9697700000000006, 0.34500000000000003, 0.7201977777777782]",0.5
Cc1cc(C(F)(F)F)ccc1-c1ccc(S(N)(=O)=O)cc1,"[0.27289116449696954, 0.6380366666666669, 0.4297142857142857, 0.3665577777777781]",0.5487804878048781
NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)[nH]c2=O)cc1,"[0.24855711144242415, 0.22196666666666673, 0.699642857142857, 0.2529433333333333]",0.4418604651162791
