smiles,descriptors,fitnesses
CS(=O)(=O)c1nn(OP)cc1-c1ccc(P)c(P)c1,"[0.33026052474545475, 0.11218333333333325, 0.43707142857142856, 0.508342222222222]",0.23232323232323232
NS(=O)(=O)c1ccc(-n2nc(Br)c(C(F)(F)F)c2Br)cc1,"[0.6722725948242426, 0.5939166666666668, 0.557, 0.39265777777777766]",0.5
FC(F)(F)c1c(Br)nn(-c2ccc(P)c(P)c2)c1P,"[0.4876103179939395, 0.44246666666666695, 0.12728571428571428, 0.49219999999999986]",0.2736842105263158
Cc1ccc(-c2c(Br)nn(-c3ccc(P=O)c(P)c3)c2C(F)(F)F)cc1,"[0.7059273727999998, 0.924403333333334, 0.24921428571428572, 0.7002611111111111]",0.4489795918367347
Cc1ccc(C(F)(F)F)n1S(C)(=O)=O,"[0.006129648957575758, 0.35383666666666663, 0.2790714285714286, 0.04903111111111132]",0.2619047619047619
NS(=O)(=O)C(F)(F)c1c(C(F)(F)F)c(Br)nn1-c1ccc(P)c(P)c1,"[0.7815134060242427, 0.4153666666666667, 0.5570000000000002, 0.5772799999999998]",0.3235294117647059
NS(=O)(=O)n1nc(Br)c(C(F)(F)F)c1Br,"[0.441874715648485, 0.32975000000000004, 0.557, 0.12371333333333318]",0.2413793103448276
CCc1cc(PS(N)(=O)=O)n(-c2ccc(C)cc2)c1C,"[0.25784995599393956, 0.4439733333333334, 0.46492857142857147, 0.5075244444444448]",0.34408602150537637
Cc1ccc(-c2nn(-c3ccc(S(N)(=O)=O)cc3)c(C(F)(F)F)c2C(F)(F)P)cc1,"[0.7213765922727273, 0.823053333333334, 0.557, 0.7079577777777779]",0.6593406593406593
Cc1ccc(-c2ccc(C)n2C(=O)OC(F)(F)F)cc1,"[0.17600610086060614, 0.7960733333333337, 0.2230714285714286, 0.30306666666666693]",0.4044943820224719
Cc1ccc(-c2nn(-c3ccc(S(N)(=O)=O)cc3)c(C(F)(F)F)c2C(F)(P)Cl)cc1,"[0.7697718936666668, 0.8679366666666674, 0.557, 0.76068]",0.6593406593406593
Cc1ccc(-c2c(Br)nn(C(F)(F)F)c2C(F)(F)F)cc1,"[0.4453626655878788, 0.9360200000000002, 0.12728571428571428, 0.2933333333333332]",0.3548387096774194
Cc1ccc(-c2nn(-c3ccc(S(N)(=O)=O)cc3)c(S(N)(=O)=O)c2C(F)(F)F)cc1,"[0.7122687321818183, 0.44355333333333347, 0.9867142857142857, 0.6831711111111113]",0.6593406593406593
Cc1nn(-c2ccc(S(N)(=O)=O)cc2)cc1C(O)(F)F,"[0.23651187470303048, 0.22828666666666664, 0.7015, 0.2865222222222223]",0.4588235294117647
NS(=O)(=O)n1nc(P)c(C(F)(F)F)c1Br,"[0.30269615381212134, 0.11940000000000016, 0.557, 0.14197999999999997]",0.2413793103448276
