index,smiles,pedigree,descriptors,fitnesses
0,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('mutation', '[#17:1]>>[#8:1]', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
2,CCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21,"('crossover', 'CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21', 'CCC(N)N1c2ccccc2Sc2ccc(S(=O)(=O)C(N)O)cc21')","[0.23068146432727268, 0.5722833333333335, 0.5393571428571429, 0.5173288888888893]",0.2743362831858407
4,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(CCN2CCN(c3ccccn3)CC2)c1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1')","[0.3640235626909091, 0.31336666666666674, 0.31328571428571433, 0.5551755555555562]",0.5104166666666666
5,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CN1CCN(CC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CNc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2')","[0.5368158769818182, 0.2817666666666667, 0.45835714285714285, 0.7143200000000007]",0.46226415094339623
7,CN1CCN(CS(=O)(=O)N(C)Cl)CC1,"('crossover', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.048682349793939365, 0.01778333333333341, 0.31328571428571433, 0.1830311111111115]",0.2978723404255319
13,CN1CCN(n2c3ccccc3c3ccc(S(C)(=O)=O)cc32)CC1,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'CN1CCN(N2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1')","[0.35798620579393925, 0.4302333333333333, 0.32535714285714284, 0.6444644444444453]",0.4166666666666667
14,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C)(N)CC1)c1ccccc1S2,"('crossover', 'CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(N)(O)CC1)c1ccccc1S2', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2NC(=O)c2ccccn2)CC1')","[0.7127171765575757, 0.7071500000000003, 0.4991428571428572, 0.9752133333333339]",0.5221238938053098
18,CN(C)S(=O)(=O)c1ccc(Cl)c(Cc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1', 'CN1CCN(N2CCN(CCc3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc3)CC2)CC1')","[0.8273459226666665, 0.8558833333333339, 0.5967857142857144, 0.9314811111111111]",0.2781954887218045
21,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,"('crossover', 'CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1', 'CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1')","[0.7156228234060606, 0.42733333333333334, 0.8069285714285714, 0.9160511111111117]",0.5087719298245614
24,CN(C=N)S(=O)(=O)Cc1cc(S(=O)(=O)N(C)C)ccc1CO,"('mutation', '[*;!H0;!H1:1]>>[*:1]=N', 'CN(C)S(=O)(=O)Cc1cc(S(=O)(=O)N(C)C)ccc1CO')","[0.3759897354787878, 0.04964500000000017, 0.8488571428571429, 0.47120111111111146]",0.26785714285714285
