index,smiles,pedigree,descriptors,fitnesses
0,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('mutation', '[#17:1]>>[#8:1]', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
2,N=CCCC(N)N1c2ccccc2Sc2ccc(N)cc21,"('crossover', 'N=CCCC(N)N1c2ccccc2Sc2ccc(C(N)O)cc21', 'CN(C)S(=O)(=O)c1ccc(-c2ccccn2)c(N)c1')","[0.22159156841212124, 0.681011666666667, 0.5652142857142858, 0.5505722222222226]",0.29464285714285715
4,CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"('crossover', 'CCCCC(=O)N1c2cc(S(=O)(=O)C(N)=O)ccc2Sc2cccc(Br)c21', 'CN1CCN(CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1')","[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
5,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Pc2ccccn2)CC1,"('crossover', 'CN1CCN(CN(C)S(=O)(=O)c2ccc3c(c2)N(S(=O)(=O)NO)c2ccccc2S3)CC1', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Pc2ccccn2)CC1')","[0.5914390418121214, 0.20851666666666688, 0.4053571428571429, 0.8530644444444448]",0.5471698113207547
6,CN(C)S(=O)(=[BrH])c1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,"('crossover', 'Cc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2', 'CN1CCN(N(Cl)c2cc(-c3cc(S(=O)(=[BrH])N(C)C)ccc3Cl)ccc2Cl)CC1')","[0.6118081217454546, 0.995983333333334, 0.1450714285714286, 0.6369488888888889]",0.2702702702702703
7,CN1CCN(CCS(=O)(=O)N(C)Cl)CC1,"('crossover', 'CN1CCN(CS(=O)(=O)N(C)Cl)CC1', 'CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1')","[0.09115401665454542, 0.024866666666666815, 0.31328571428571433, 0.2371088888888893]",0.32978723404255317
10,CN(CCCS(=O)(=O)[PH](=O)NBr)S(=O)(=O)c1ccc2ccccc2c1,"('crossover', 'CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)NBr)CC1')","[0.7362357951696968, 0.5090666666666669, 0.7187142857142857, 0.7025755555555556]",0.275
11,CN(Cl)S(=O)(=O)CS(=O)(=O)[PH](=O)NBr,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)NBr)CC1', 'CN1CCN(CCS(=O)(=O)N(C)Cl)CC1')","[0.3722442113151517, 0.09388333333333336, 0.7187142857142857, 0.19318666666666692]",0.08181818181818182
13,CN1CCN(CON(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"('mutation', '[*:1]~[*:2]>>[*:1]O[*:2]', 'CN1CCN(CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1')","[0.3762000381696971, 0.34946666666666665, 0.3792142857142857, 0.5990977777777785]",0.5
14,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCCC(=N)O)c1ccccc1S2,"('crossover', 'CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCC(=N)O)c1ccccc1S2', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.5366884380727271, 0.8397950000000006, 0.581857142857143, 0.7685033333333336]",0.6326530612244898
