index,smiles,pedigree,descriptors,fitnesses
0,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('mutation', '[#17:1]>>[#8:1]', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
2,N=Nc1ccc2c(c1)C(=CCCNNN)c1ccccc1S2,"('crossover', 'N=Nc1ccc2c(c1)C(=COC(N)N=N)c1ccccc1S2', 'CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCNNN)c1ccccc1S2')","[0.260971110739394, 0.6838950000000001, 0.6163571428571429, 0.5426277777777782]",0.41904761904761906
4,CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"('crossover', 'CCCCC(=O)N1c2cc(S(=O)(=O)C(N)=O)ccc2Sc2cccc(Br)c21', 'CN1CCN(CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1')","[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
5,CN1CCN([PH]2(O)c3ccccc3-c3ccc(S(=O)(=O)N(C)C)cc32)CC1,"('crossover', 'CN1CCN(CC[PH]2(O)c3ccccc3-c3ccc(S(=O)(=O)N(C)C)cc32)CC1', 'CN1CCN(CC[PH]2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1')","[0.5519492403696968, 0.19795, 0.4577857142857143, 0.7958066666666672]",0.5533980582524272
6,CN(C)S(=O)(=[BrH])c1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,"('crossover', 'Cc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2', 'CN1CCN(N(Cl)c2cc(-c3cc(S(=O)(=[BrH])N(C)C)ccc3Cl)ccc2Cl)CC1')","[0.6118081217454546, 0.995983333333334, 0.1450714285714286, 0.6369488888888889]",0.2702702702702703
7,CN1CCN(CCS(=O)(=O)N(C)Cl)CC1,"('crossover', 'CN1CCN(CS(=O)(=O)N(C)Cl)CC1', 'CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1')","[0.09115401665454542, 0.024866666666666815, 0.31328571428571433, 0.2371088888888893]",0.32978723404255317
9,CN(F)S(=O)(=O)c1ccc(OCl)c(CCCC(N=N)N=N)c1,"('crossover', 'N=Nc1ccc2c(c1)C(=COC(N)N=N)c1ccccc1S2', 'CN(F)S(=O)(=O)c1ccc(OCl)c(CCC(N=N)N=N)c1')","[0.3819903522424247, 0.6558233333333336, 0.8502142857142857, 0.40001333333333344]",0.19008264462809918
10,CN(CCCS(=O)(=O)[PH](=O)NBr)S(=O)(=O)c1ccc2ccccc2c1,"('crossover', 'CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)NBr)CC1')","[0.7362357951696968, 0.5090666666666669, 0.7187142857142857, 0.7025755555555556]",0.275
11,CN(Cl)S(=O)(=O)CS(=O)(=O)[PH](=O)NBr,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)NBr)CC1', 'CN1CCN(CCS(=O)(=O)N(C)Cl)CC1')","[0.3722442113151517, 0.09388333333333336, 0.7187142857142857, 0.19318666666666692]",0.08181818181818182
13,CN1CCN(CON(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"('mutation', '[*:1]~[*:2]>>[*:1]O[*:2]', 'CN1CCN(CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1')","[0.3762000381696971, 0.34946666666666665, 0.3792142857142857, 0.5990977777777785]",0.5
