index,smiles,pedigree,descriptors,fitnesses
CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2O)CC1,CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2O)CC1,"('crossover', 'CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2CO)CC1', 'CN1CCN(CCS(=O)(=O)N(C)C=CN(C)c2ccccc2)CC1')","[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
CN(C)S(=O)(=O)c1ccc(CC=N)c(-c2ccccc2N)c1,CN(C)S(=O)(=O)c1ccc(CC=N)c(-c2ccccc2N)c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(CN)c(-c2ccccc2N)c1', 'CN(C)S(=O)(=O)c1ccc(CS[N+](=O)[O-])c(-c2ccccc2C=N)c1')","[0.2791509025696972, 0.479695, 0.6232142857142857, 0.551676666666667]",0.43564356435643564
CC(=CCCN1CCN(C)CC1)c1ccc(S(=O)(=O)N(C)C)cc1F,CC(=CCCN1CCN(C)CC1)c1ccc(S(=O)(=O)N(C)C)cc1F,"('crossover', 'CCc1ccc(S(=O)(=O)N(C)C)cc1F', 'CC(=CCCN1CCN(C)CC1)N(O)S(=O)(=O)N1c2ccccc2Sc2cc(O)ccc21')","[0.4369352313818181, 0.4361333333333333, 0.31328571428571433, 0.6608644444444453]",0.5148514851485149
CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2C2C=CC(=O)N2)CC1,CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2C2C=CC(=O)N2)CC1,"('crossover', 'CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2N(Br)CC2C=CC(=O)N2)CC1', 'CN(C)S(=O)(=O)c1ccc(CCN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c(C=N)c1')","[0.5066309447151515, 0.15898333333333367, 0.5211428571428572, 0.721994444444445]",0.48148148148148145
CN(CCF)S(=O)(=[ClH])N1c2ccccc2Sc2cc(Br)ccc21,CN(CCF)S(=O)(=[ClH])N1c2ccccc2Sc2cc(Br)ccc21,"('crossover', 'CN1CCN(CCN(C)S(=O)(=[ClH])N2c3ccccc3Sc3cc(Br)ccc32)CC1', 'CC(=CCCN1CCN(C)CC1)c1ccc(S(=O)(=O)N(C)C)cc1F')","[0.6392368881818182, 0.9089333333333339, 0.16821428571428573, 0.6760155555555559]",0.3185840707964602
CCc1ccc(S(=O)(=O)N(C)C)cc1F,CCc1ccc(S(=O)(=O)N(C)C)cc1F,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccccc2-c2ccccc2)c1', 'CN(C)S(=O)(=O)c1ccc(CO)c(F)c1')","[0.018402811842424233, 0.3564, 0.267, 0.18500888888888917]",0.2916666666666667
CCc1cc(S(=O)(=O)N(C)C)ccc1CN1CCN(C)CC1,CCc1cc(S(=O)(=O)N(C)C)ccc1CN1CCN(C)CC1,"('crossover', 'CN1CCN(Cc2ccc(S(=O)(=O)N(C)C)cc2O)CC1', 'CN1CCN(Cc2ccc(S(=O)(=O)N(C)C)cc2CCNCc2ccccc2)CC1')","[0.3035830245575758, 0.29111666666666675, 0.31328571428571433, 0.5496311111111116]",0.47959183673469385
CN1CCN(C=Cc2ccc(S(=O)(=O)N(C)C)cc2-c2ccccc2CP=N)CC1,CN1CCN(C=Cc2ccc(S(=O)(=O)N(C)C)cc2-c2ccccc2CP=N)CC1,"('crossover', 'CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2-c2ccccc2F)CC1', 'CN(C)S(=O)(=O)c1ccc(C=CCC[N+]([O-])O)c(-c2ccccc2CP=N)c1')","[0.6641663145393941, 0.7550950000000004, 0.4836428571428572, 0.9355388888888896]",0.5504587155963303
CCCN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,CCCN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('crossover', 'CCCCN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1CCN(CCN(C)S(=O)(=O)N2c3ccccc3Sc3cc(Br)ccc32)CC1')","[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.30275229357798167
CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)N(F)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)N(F)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccccc2C=O)c1', 'CC(=CCCN1CCN([N+](=O)[O-])CC1)C(=O)N(F)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21')","[0.9000711136727273, 0.9238500000000007, 0.7433571428571429, 0.9489188888888893]",0.3484848484848485
CN1CCN(CCc2ccc(S(=O)(=O)N(C)N=N)cc2-c2ccccc2N)CC1,CN1CCN(CCc2ccc(S(=O)(=O)N(C)N=N)cc2-c2ccccc2N)CC1,"('mutation', '[*;!H0:1]~[*:2]>>[*:1]=N-[*:2]', 'CN1CCN(CCc2ccc(S(=O)(=O)N(C)N)cc2-c2ccccc2N)CC1')","[0.5793922579878789, 0.46536166666666673, 0.7577857142857143, 0.8225322222222228]",0.5660377358490566
CN1CCN(CCc2ccc(S(=O)(=O)N(C)NO)cc2O)CC1,CN1CCN(CCc2ccc(S(=O)(=O)N(C)NO)cc2O)CC1,"('crossover', 'CN1CCN(Cc2ccc(S(=O)(=O)N(C)NO)cc2O)CC1', 'CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2O)CC1')","[0.36106614014545446, 0.032733333333333614, 0.6882142857142858, 0.506875555555556]",0.4230769230769231
