index,smiles,pedigree,descriptors,fitnesses
CCCN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,CCCN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,"('crossover', 'CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1', 'CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21')","[0.3821978095515152, 0.17700000000000002, 0.5571428571428572, 0.551914444444445]",0.36036036036036034
CC1=C(C)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1,CC1=C(C)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1,"('crossover', 'CN1CCN(CCc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)CC1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1')","[0.30368306813333334, 0.5424666666666669, 0.2565, 0.6655166666666672]",0.4166666666666667
CN1CCN(CCS(=O)(=O)N2CCN(CCc3ccccc3)CC2)CC1,CN1CCN(CCS(=O)(=O)N2CCN(CCc3ccccc3)CC2)CC1,"('crossover', 'CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21', 'Cc1ccc2nc3ccccc3c(NCCN3CCN(C)CC3)c2c1')","[0.47037756746666654, 0.1539833333333339, 0.33642857142857147, 0.732031111111112]",0.3333333333333333
CC1=C(O)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1,CC1=C(O)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1,"('crossover', 'CN1CCN(CCc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)CC1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1')","[0.2672091726545454, 0.39338333333333336, 0.401, 0.5803811111111118]",0.41509433962264153
CN1CCN(CCCCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,CN1CCN(CCCCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"('crossover', 'CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.6551013961333333, 0.6910666666666669, 0.5854285714285714, 0.9081233333333341]",0.4262295081967213
CN1CCN(S(=O)(=O)C(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,CN1CCN(S(=O)(=O)C(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"('crossover', 'CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.6790386688121213, 0.4832166666666667, 0.8292857142857143, 0.8035766666666672]",0.39669421487603307
CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CNC(=O)CN2CCN(c3ccccn3)CC2)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CNC(=O)CN2CCN(c3ccccn3)CC2)c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CN2CCN(c3ccccn3)CC2)c1', 'Cc1ccc2nc3ccccc3c(NCCN3CCN(C)CC3)c2c1')","[0.8156069758303033, 0.22703333333333356, 0.8210714285714286, 0.965046666666667]",0.3937007874015748
CCCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,CCCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,"('crossover', 'CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21', 'CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21')","[0.28506082055757576, 0.767133333333334, 0.267, 0.5268200000000006]",0.39805825242718446
CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"('database', 'no reaction', 'no parent')","[0.5701580624121212, 0.5610333333333335, 0.5854285714285714, 0.805523333333334]",0.4482758620689655
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"('mutation', '[*:1]~[D1]>>[*:1]', 'CN1CCN(CCCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1')","[0.44890286802424234, 0.8467000000000007, 0.06942857142857144, 0.7508555555555562]",0.4766355140186916
