index,smiles,pedigree,descriptors,fitnesses
CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2O)CC1,CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2O)CC1,"('crossover', 'CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2CO)CC1', 'CN1CCN(CCS(=O)(=O)N(C)C=CN(C)c2ccccc2)CC1')","[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
CN(C)S(=O)(=O)c1ccc(CC=N)c(-c2ccccc2N)c1,CN(C)S(=O)(=O)c1ccc(CC=N)c(-c2ccccc2N)c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(CN)c(-c2ccccc2N)c1', 'CN(C)S(=O)(=O)c1ccc(CS[N+](=O)[O-])c(-c2ccccc2C=N)c1')","[0.2791509025696972, 0.479695, 0.6232142857142857, 0.551676666666667]",0.43564356435643564
CC(=CCCN1CCN(C)CC1)c1ccc(S(=O)(=O)N(C)C)cc1F,CC(=CCCN1CCN(C)CC1)c1ccc(S(=O)(=O)N(C)C)cc1F,"('crossover', 'CCc1ccc(S(=O)(=O)N(C)C)cc1F', 'CC(=CCCN1CCN(C)CC1)N(O)S(=O)(=O)N1c2ccccc2Sc2cc(O)ccc21')","[0.4369352313818181, 0.4361333333333333, 0.31328571428571433, 0.6608644444444453]",0.5148514851485149
CN1CCN(CCNCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCNCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCCNCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.4519828023757575, 0.23788333333333347, 0.39921428571428574, 0.6440944444444452]",0.4803921568627451
CN(CCF)S(=O)(=[ClH])N1c2ccccc2Sc2cc(Br)ccc21,CN(CCF)S(=O)(=[ClH])N1c2ccccc2Sc2cc(Br)ccc21,"('crossover', 'CN1CCN(CCN(C)S(=O)(=[ClH])N2c3ccccc3Sc3cc(Br)ccc32)CC1', 'CC(=CCCN1CCN(C)CC1)c1ccc(S(=O)(=O)N(C)C)cc1F')","[0.6392368881818182, 0.9089333333333339, 0.16821428571428573, 0.6760155555555559]",0.3185840707964602
CCc1ccc(S(=O)(=O)N(C)C)cc1F,CCc1ccc(S(=O)(=O)N(C)C)cc1F,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccccc2-c2ccccc2)c1', 'CN(C)S(=O)(=O)c1ccc(CO)c(F)c1')","[0.018402811842424233, 0.3564, 0.267, 0.18500888888888917]",0.2916666666666667
CCc1cc(S(=O)(=O)N(C)C)ccc1CN1CCN(C)CC1,CCc1cc(S(=O)(=O)N(C)C)ccc1CN1CCN(C)CC1,"('crossover', 'CN1CCN(Cc2ccc(S(=O)(=O)N(C)C)cc2O)CC1', 'CN1CCN(Cc2ccc(S(=O)(=O)N(C)C)cc2CCNCc2ccccc2)CC1')","[0.3035830245575758, 0.29111666666666675, 0.31328571428571433, 0.5496311111111116]",0.47959183673469385
CC(=CCCN1CCN(C)CC1)C(=O)N(F)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,CC(=CCCN1CCN(C)CC1)C(=O)N(F)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('crossover', 'CC(=CCCN1CCN([N+](=O)[O-])CC1)C(=O)N(F)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CC(=CCCN1CCN(C)CC1)c1ccc(S(=O)(=O)N(C)C)cc1F')","[0.7459819360969697, 0.818233333333334, 0.5226428571428572, 0.9562822222222229]",0.47107438016528924
CCCN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,CCCN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('crossover', 'CCCCN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1CCN(CCN(C)S(=O)(=O)N2c3ccccc3Sc3cc(Br)ccc32)CC1')","[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.30275229357798167
CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)N(F)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)N(F)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccccc2C=O)c1', 'CC(=CCCN1CCN([N+](=O)[O-])CC1)C(=O)N(F)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21')","[0.9000711136727273, 0.9238500000000007, 0.7433571428571429, 0.9489188888888893]",0.3484848484848485
CN(C)S(=O)(=O)c1ccc(CCN2CCN(N=N)CC2)c(-c2ccccc2N)c1,CN(C)S(=O)(=O)c1ccc(CCN2CCN(N=N)CC2)c(-c2ccccc2N)c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(C(N)CCN2CCN(N)CC2)c(-c2ccccc2N)c1', 'CN(C)S(=O)(=O)c1ccc(C(N)CCN2CCN(N=N)CC2)c(-c2ccccc2N)c1')","[0.5793922579878789, 0.4653616666666666, 0.7577857142857143, 0.8225322222222224]",0.5514018691588785
CN1CCN(CCc2ccc(S(=O)(=O)N(C)NO)cc2O)CC1,CN1CCN(CCc2ccc(S(=O)(=O)N(C)NO)cc2O)CC1,"('crossover', 'CN1CCN(Cc2ccc(S(=O)(=O)N(C)NO)cc2O)CC1', 'CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2O)CC1')","[0.36106614014545446, 0.032733333333333614, 0.6882142857142858, 0.506875555555556]",0.4230769230769231
