smiles,descriptors,fitnesses
Cc1ccc(-c2cc(C(N)=O)nn2-c2ccc(O)cc2)cc1,"[0.20641341430303028, 0.5253700000000001, 0.5795714285714286, 0.48799666666666675]",0.5465116279069767
Cc1ccc(-c2cc(C(F)(F)F)nn2C(Cl)(C(F)(F)F)S(N)(=O)=O)cc1,"[0.5939655895757575, 0.6795366666666669, 0.557, 0.4487911111111111]",0.5164835164835165
Cc1ccc(-c2cc(P)nn2-c2cc(P)nn2C(F)(F)F)cc1,"[0.39714167980606074, 0.5035533333333335, 0.25457142857142856, 0.5500888888888888]",0.425531914893617
Cn1nc(C(F)(F)F)cc1S(C)(=O)=O,"[0.009145554921212117, 0.22373333333333334, 0.37114285714285716, 0.01466444444444469]",0.2926829268292683
CS(=O)(=[BrH])c1cc(C(F)(F)F)nn1S(=O)(=[BrH])C(F)(F)F,"[0.7539823119757576, 0.55445, 0.37114285714285716, 0.3311199999999998]",0.25
CS(=O)(=O)c1cc(C(F)(F)F)nn1-c1ccc(S(=N)(=O)N=N)cc1,"[0.4727809570909094, 0.5243733333333335, 0.9220714285714285, 0.3994622222222224]",0.4725274725274725
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2cn(S(N)(=O)=O)c(=O)n2Br)cc1,"[0.7271872938545455, 0.42322, 0.7493571428571428, 0.5979911111111109]",0.5888888888888889
CS(=O)(=O)c1cc(C(F)(F)F)nn1S(=O)(=O)C(F)(F)F,"[0.36652020584242406, 0.2505166666666667, 0.615, 0.11901777777777782]",0.25
Cc1ccc(-c2cc(C(O)(O)F)nn2-c2ccc(P)cc2)cc1,"[0.31846467455151517, 0.48542000000000024, 0.4162857142857143, 0.5589399999999999]",0.6071428571428571
Cc1ccc(-c2cc(C(P)(Cl)C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.7152549900666667, 0.8040200000000005, 0.557, 0.7600688888888887]",0.8395061728395061
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(O)cc2)cc1,"[0.2821151445333333, 0.845353333333334, 0.27178571428571424, 0.44893111111111134]",0.7532467532467533
CC(=O)N(Br)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C)cc2)cc1,"[0.8363544215151517, 0.8689366666666672, 0.5162142857142857, 0.7485755555555554]",0.7674418604651163
CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(C(F)(F)F)c1,"[0.43342596933333327, 0.8824500000000004, 0.24385714285714286, 0.3887977777777779]",0.3958333333333333
CS(=O)(=O)n1cc(OC(=O)OC(F)(F)F)c(OC(=O)OC(F)(F)F)n1,"[0.5362401679030303, 0.3768666666666667, 0.8787142857142858, 0.2088533333333333]",0.16379310344827586
Cc1ccc(-c2cc(C(F)(F)S(N)=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.6092823903393938, 0.4444700000000001, 0.8647857142857143, 0.6814888888888888]",0.8148148148148148
CS(=O)(=O)c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,"[0.43638328018181827, 0.2403333333333334, 0.8008571428571429, 0.3672111111111113]",0.5783132530120482
Cc1cc(C(N)(F)F)nn1-c1cn(F)c(=O)n1Br,"[0.3029654745575759, 0.25708666666666663, 0.5055000000000001, 0.21626]",0.24210526315789474
NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.6697970653212122, 0.39215000000000005, 0.9867142857142858, 0.6305377777777775]",0.7738095238095238
CNS(=O)(=S)c1ccc(-c2cc(C(F)(F)P)nn2-c2ccc(P)cc2)c(P)c1,"[0.757597637957576, 0.534016666666667, 0.33514285714285713, 0.9347233333333329]",0.4411764705882353
CS(=O)(=O)c1ccc(S(=N)(=O)N=N)cc1,"[0.06669252469090908, 0.3236233333333333, 0.7947857142857143, 0.1536400000000001]",0.2087912087912088
Cc1ccc(-c2cc(P)nn2-c2ccc(S(=O)(=O)CONS(N)(=O)=O)cc2)cc1,"[0.6941013585999999, 0.21733666666666662, 0.9527142857142857, 0.8051299999999999]",0.5729166666666666
Cc1ccc(-c2cc(C(O)(F)F)nn2-c2ccc(F)cc2)cc1,"[0.2821151445333333, 0.754736666666667, 0.2717857142857143, 0.44230888888888903]",0.6666666666666666
Cc1ccc(-c2cc(-c3cc(P)nn3F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.6184316988909092, 0.51527, 0.6842857142857142, 0.8020133333333332]",0.6344086021505376
Cc1ccc(-c2cc(-c3ccc(S(=O)(=O)N=N)cc3)nn2-c2ccc(C(N)=O)cc2)cc1,"[0.6670329105090912, 0.8055483333333336, 0.9375714285714285, 0.88916]",0.5046728971962616
Cc1ccc(-c2cc(C(F)(F)c3ccc(P)cc3)nn2-c2ccc(P)cc2)cc1,"[0.603354479818182, 0.9147700000000012, 0.12728571428571428, 0.9095888888888888]",0.53
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N=N)cc2)cc1,"[0.5123367615636364, 0.8476983333333338, 0.6297857142857142, 0.5674722222222222]",0.8354430379746836
Cc1ccc(-c2cc(C=N)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.3487860507636362, 0.4987983333333334, 0.7273571428571427, 0.5888433333333334]",0.725
Cc1ccc(-c2cc(C(F)(C(F)(F)F)S(N)(=O)=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.8092573026424242, 0.49470333333333344, 0.9867142857142858, 0.7450933333333333]",0.7727272727272727
Cn1nc(F)cc1S(=O)(=O)n1nc(C(F)(F)F)cc1S(C)(=O)=O,"[0.457552453381818, 0.15250000000000002, 0.7422857142857142, 0.2898733333333335]",0.2621359223300971
Cc1ccc(-c2cc(C(C)(F)F)nn2-c2ccc(O)cc2)cc1,"[0.2700699077939393, 0.8608366666666672, 0.27178571428571424, 0.4996644444444445]",0.6463414634146342
Cc1cc(C(F)(F)F)nn1-c1ccc(P)cc1,"[0.1001617260909091, 0.5333200000000002, 0.12728571428571428, 0.2516333333333337]",0.4444444444444444
Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1P,"[0.5668552122484846, 0.7117366666666672, 0.37114285714285716, 0.6799200000000001]",0.6551724137931034
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2cn(F)c(=O)n2Br)cc1,"[0.5423926845090912, 0.7033866666666669, 0.3196428571428571, 0.46466666666666645]",0.5280898876404494
Cc1ccc(-c2cc(P)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.363848740551515, 0.4159199999999999, 0.557, 0.6050466666666666]",0.7532467532467533
Cn1nc(C(F)(F)F)cc1S(=O)(=O)n1nc(C(F)(F)F)cc1S(C)(=O)=O,"[0.609057927442424, 0.2991166666666667, 0.7422857142857142, 0.3459177777777779]",0.24545454545454545
Cc1c(N)c(F)nn1-c1ccc(S(N)(=O)=O)cc1,"[0.1365414388242424, 0.17490333333333333, 0.7428571428571429, 0.26716222222222225]",0.45121951219512196
Cc1ccc(-c2cc(P)nn2-c2cc(O)nn2C(F)(F)F)cc1,"[0.3486972190727274, 0.5377533333333334, 0.3990714285714286, 0.4647644444444443]",0.425531914893617
COCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(C)cc2)c1C=N,"[0.47616701079999996, 0.7500483333333339, 0.5153571428571428, 0.7516722222222227]",0.47474747474747475
Cc1ccc(-c2ccc(S(=N)(=O)N=N)cc2)c(NC(=O)O)c1,"[0.28205654941818165, 0.7672600000000003, 0.9032857142857142, 0.472647777777778]",0.336734693877551
Cc1ccc(-c2cc(P)nn2C(F)(F)c2ccc(-c3cc(P)nn3C(F)(F)F)cc2)cc1,"[0.7790450330424246, 0.8827866666666675, 0.25457142857142856, 0.8815666666666664]",0.39473684210526316
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2cc(C=N)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"[0.7548744831636364, 0.6995483333333334, 0.8546428571428571, 0.8346655555555552]",0.7608695652173914
Cc1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,"[0.24255934006060603, 0.3911533333333333, 0.557, 0.27418000000000026]",0.6533333333333333
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2cn(-c3ccc(S(N)(=O)=O)cc3)c(=O)n2Br)cc1,"[0.9575851730303029, 0.6873866666666668, 0.7493571428571428, 0.8669355555555555]",0.75
