elites,descriptors,fitnesses
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
CC(=O)N(C=N)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"[0.3123121552848483, 0.678011666666667, 0.6467142857142858, 0.5233788888888891]",0.28448275862068967
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CN1CCN(CC(=O)N(F)CN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.5550398178181819, 0.31305000000000005, 0.45835714285714285, 0.7294977777777785]",0.46846846846846846
Cc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1,"[0.08820878429090907, 0.23851999999999998, 0.2901428571428572, 0.30483111111111155]",0.3469387755102041
CN(CN(F)C(=O)CCC=C[BrH](=O)[O-])S(=O)(=O)c1ccc2ccccc2c1,"[0.715208353357303, 0.4573666666666667, 0.6987142857142856, 0.6788922222222226]",0.28225806451612906
CN1CCN(CCS(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.28224302710303034, 0.39348333333333324, 0.2901428571428572, 0.5548644444444452]",0.494949494949495
CN1CCN(CN(C)S(=O)(=O)c2ccc3c(c2)N(CP=N)c2ccccc2S3)CC1,"[0.7215956172787877, 0.7134616666666672, 0.5067857142857143, 0.9170944444444449]",0.5596330275229358
CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.3148148148148148
CN(CN1CCN(P=N)CC1)S(=O)(=O)c1ccc2c(c1)N(CP=N)c1ccccc1S2,"[0.8154173917212123, 0.8790900000000006, 0.6771428571428573, 0.9583800000000005]",0.4661016949152542
CN1CCN(CC(NC(=O)O)c2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2O)CC1,"[0.7187687607878788, 0.39426666666666677, 0.810142857142857, 0.9139344444444448]",0.5446428571428571
CN1CCN(COc2cc(S(=O)(=O)N(C)C)ccc2[N+](=O)[O-])CC1,"[0.40342754789090907, 0.15480000000000013, 0.6873571428571429, 0.5392688888888895]",0.4423076923076923
CN1CCN(CCC=C[BrH](=O)[O-])CC1,"[0.12138094998760614, 0.0761666666666666, 0.3329285714285714, 0.20780555555555605]",0.27835051546391754
Cc1ccccc1-c1ccc(S(=O)(=O)N(C)C)cc1S(=O)(=O)N[N+](=O)[O-],"[0.5274420523151514, 0.31372, 0.9049285714285716, 0.6089300000000005]",0.375
CN1CCN(CCN(F)NN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7732658920848485, 0.4821833333333334, 0.4455, 0.9433944444444451]",0.6355140186915887
CN1CCN(CC(C(N)=O)c2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2O)CC1,"[0.6702993225454544, 0.27096666666666686, 0.7655714285714286, 0.8920888888888894]",0.5596330275229358
CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.2880767265212121, 0.611566666666667, 0.2901428571428572, 0.5104755555555559]",0.5052631578947369
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2O)CC1,"[0.5399786751151515, 0.43323333333333336, 0.4577857142857143, 0.8006288888888894]",0.6464646464646465
CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)P=NC(=N)N)c1ccccc1S2,"[0.5940703575818186, 0.6971450000000003, 0.8565714285714285, 0.7408544444444445]",0.40707964601769914
Cc1ccc2c(c1)N(S(=O)N(C)C=CCCN1CCN(C)CC1)c1ccccc1S2,"[0.6581397078181817, 0.7932366666666674, 0.21450000000000005, 0.9720266666666669]",0.5267857142857143
CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)P=N)c1ccccc1S2,"[0.4667315755696972, 0.8113616666666671, 0.5824285714285715, 0.611716666666667]",0.4380952380952381
CN(C)S(=O)(=O)c1ccc(-c2ccccc2CNC(=O)O)c(CO)c1,"[0.42154331133333317, 0.39396666666666674, 0.7638571428571429, 0.5948677777777782]",0.39090909090909093
CN(N1c2cc(S(=O)(=O)N(F)CCO)ccc2Sc2cccc(Br)c21)[N+](=O)[O-],"[0.808961520812121, 0.5763000000000003, 0.7659285714285715, 0.7076555555555561]",0.3305785123966942
CN1CCN(CN2CCN(CCc3cc(S(=O)(=O)N(C)C)ccc3P)CC2)CC1,"[0.6552507061272727, 0.05038333333333389, 0.3595714285714286, 0.9145866666666674]",0.4188034188034188
CN([N+](=O)OC(=O)N(F)C(=O)[O-])S(=O)(=O)c1ccc(Cl)c(Cl)c1,"[0.49675380033939404, 0.23153333333333334, 0.9080714285714285, 0.3318022222222224]",0.17073170731707318
CCCN1c2ccccc2Sc2ccc(C)c(S(=O)(=O)O)c21,"[0.3335302587999999, 0.7924033333333339, 0.4115, 0.5428400000000008]",0.35185185185185186
CN1CCN(CCc2ccc3ccccc3c2)CC1,"[0.08841908698181813, 0.5216166666666667, 0.04628571428571429, 0.4621000000000006]",0.42424242424242425
CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.6277738428363634, 0.5478333333333335, 0.33642857142857147, 0.8758088888888895]",0.6868686868686869
CN1CCN(CN(C=N)S(=O)(=O)c2ccc(-c3ccccc3O)c(O)c2)CC1,"[0.5428843219636361, 0.3445783333333334, 0.7726428571428573, 0.7439233333333337]",0.5092592592592593
CN1CCN(CCN(C)S(=O)(=O)c2ccc(-c3ccccc3O)c(O)c2)CC1,"[0.5459764464969696, 0.35545, 0.6022857142857143, 0.7662266666666672]",0.5673076923076923
O=S(=O)(c1ccc2ccccc2c1)N(O)C(O)CO,"[0.1759134652, 0.1717333333333333, 0.7005, 0.3094655555555557]",0.2803738317757009
CN1CCN(Cc2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1,"[0.3819924339636364, 0.39361666666666667, 0.31328571428571433, 0.5003088888888895]",0.40594059405940597
CCCc1cc(S(=O)(=O)N(C)c2ccccc2O)ccc1-c1ccccc1O,"[0.5216205430787878, 0.8404000000000008, 0.556, 0.7914822222222224]",0.3252032520325203
CCCN(O)N1c2ccccc2Sc2cc([N+](=O)[O-])c([N+](=O)[O-])cc21,"[0.41535906226666647, 0.7703166666666671, 0.8070714285714287, 0.5693144444444449]",0.26229508196721313
CN1CCN(CCC=CN(C)S(=O)N2c3ccccc3Sc3ccc(Cl)cc32)CC1,"[0.718580245951515, 0.8507333333333339, 0.2145, 0.9750600000000006]",0.5132743362831859
