elites,descriptors,fitnesses
CCCN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,"[0.3821978095515152, 0.17700000000000002, 0.5571428571428572, 0.551914444444445]",0.36036036036036034
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
Cc1ccc(S(=O)(=O)N2CCN(NCCN3CCN(C)CC3)CC2)cc1,"[0.4733934734303031, 0.0922200000000006, 0.42235714285714293, 0.7050055555555561]",0.3474576271186441
Cc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1,"[0.08820878429090907, 0.23851999999999998, 0.2901428571428572, 0.30483111111111155]",0.3469387755102041
CN1CCN(CCc2c3ccccc3nc3ccc(O)cc23)CC1,"[0.291467007139394, 0.563916666666667, 0.28285714285714286, 0.6506088888888896]",0.4090909090909091
CN1CCN(CCC=CC(=O)N(C)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"[0.6914650324969697, 0.7107666666666671, 0.5226428571428572, 0.9584933333333341]",0.4915254237288136
CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.3148148148148148
CN1CCN(CNC(=O)S(=O)(=O)c2ccc3c(c2)N(C(N)=O)c2ccccc2S3)CC1,"[0.7155125642909093, 0.42603333333333326, 0.8289285714285713, 0.8709322222222223]",0.4700854700854701
Cc1ccc(S(=O)(=O)N(C)C)cc1N1CCN(NC(=O)O)CC1,"[0.35495810964848457, 0.17498666666666682, 0.6656428571428572, 0.5222033333333338]",0.33636363636363636
CC(=O)NS(=O)(=O)c1ccc2c(c1)N(OCC(N)=O)c1ccccc1S2,"[0.509228219939394, 0.33849999999999997, 0.8485714285714286, 0.6143877777777781]",0.31932773109243695
CN1CCN(CC(=O)N(F)CN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"[0.7246521541818179, 0.5184666666666667, 0.45835714285714285, 0.8779311111111117]",0.5087719298245614
