index,smiles,pedigree,descriptors,fitnesses
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('crossover', 'CN1CCN(CCN(C)C(O)N(C)S(=O)(=O)c2ccc3ccccc3c2)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2)CC1')","[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
CCc1ccc2c(c1)N(N=C(N)[N+](=O)[O-])c1ccccc1S2,CCc1ccc2c(c1)N(N=C(N)[N+](=O)[O-])c1ccccc1S2,"('mutation', '[*:1]~[*:2]>>[*:1]C[*:2]', 'Cc1ccc2c(c1)N(N=C(N)[N+](=O)[O-])c1ccccc1S2')","[0.2699507475393938, 0.6430166666666669, 0.6054285714285713, 0.5237866666666668]",0.2782608695652174
O=[N+]([O-])S(=O)(=O)N(Br)CCCCCN(Br)Br,O=[N+]([O-])S(=O)(=O)N(Br)CCCCCN(Br)Br,"('crossover', 'O=[N+]([O-])S(=O)(=O)N(Br)CCCCCCN(Br)Br', 'CS(=O)(=O)c1ccc2c(c1)N(CCN(Br)Br)c1ccccc1S2')","[0.6660430700000001, 0.45198333333333335, 0.5982857142857142, 0.3328688888888891]",0.06779661016949153
CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"('crossover', 'CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3702022667878788, 0.36795, 0.3132857142857143, 0.6411200000000007]",0.5454545454545454
CN1CCN(CCNN(C)N(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,CN1CCN(CCNN(C)N(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"('mutation', '[*:1]~[*:2]>>[*:1]N[*:2]', 'CN1CCN(CCN(C)N(C)S(=O)(=O)c2ccc3ccccc3c2)CC1')","[0.5036490792969698, 0.25985000000000014, 0.4223571428571429, 0.7622166666666673]",0.5333333333333333
CS(=O)c1ccc2c(c1)N(CCN(Br)Br)c1ccccc1S2,CS(=O)c1ccc2c(c1)N(CCN(Br)Br)c1ccccc1S2,"('mutation', '[*:1]~[D1]>>[*:1]', 'CS(=O)(=O)c1ccc2c(c1)N(CCN(Br)Br)c1ccccc1S2')","[0.7117922099030306, 0.9080833333333338, 0.16821428571428573, 0.6767266666666668]",0.3125
CN1CCN(CS(=O)(=O)c2ccccc2)CC1,CN1CCN(CS(=O)(=O)c2ccccc2)CC1,"('crossover', 'CN1CCN(c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)c4ccccc4)cc32)CC1')","[0.08820878429090907, 0.19419999999999993, 0.2901428571428572, 0.3062755555555561]",0.4
CN(C)S(=O)(=O)c1ccc(S[N+]([O-])=NBr)c([N+](=N)[O-])c1,CN(C)S(=O)(=O)c1ccc(S[N+]([O-])=NBr)c([N+](=N)[O-])c1,"('mutation', '[*:1]~[*:2]>>[*:1]S[*:2]', 'CN(C)S(=O)(=O)c1ccc([N+]([O-])=NBr)c([N+](=N)[O-])c1')","[0.47859320575757575, 0.48152833333333334, 0.8980714285714287, 0.37957000000000013]",0.23423423423423423
O=[N+]([O-])S(=O)(=O)N(Br)COCCCCCN(Br)Br,O=[N+]([O-])S(=O)(=O)N(Br)COCCCCCN(Br)Br,"('mutation', '[*:1]~[*:2]>>[*:1]O[*:2]', 'O=[N+]([O-])S(=O)(=O)N(Br)CCCCCCN(Br)Br')","[0.7569841751030305, 0.44766666666666666, 0.6642142857142856, 0.3990022222222224]",0.06451612903225806
CNS(=O)(=O)CN(Br)S(=O)(=O)c1ccccc1,CNS(=O)(=O)CN(Br)S(=O)(=O)c1ccccc1,"('crossover', 'CN1CCN(CCNS(=O)(=O)CN(Br)S(=O)(=O)c2ccccc2)CC1', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.35434654827878787, 0.16564999999999996, 0.5967857142857144, 0.3026700000000002]",0.2037037037037037
