elites,descriptors,fitnesses
CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2[O-])CC1,"[0.3065284430542726, 0.05006666666666696, 0.47800000000000004, 0.4933533333333339]",0.5104166666666666
CN(C)S(=O)(=O)c1ccc(C=N)c(-c2ccccc2C=N)c1,"[0.2730428720727275, 0.5165400000000001, 0.6077142857142858, 0.539135555555556]",0.4215686274509804
Cc1cc(S(=O)(=O)N(C)C)ccc1CCCN1CCN(C)CC1,"[0.346054691418182, 0.3208866666666667, 0.31328571428571433, 0.6034422222222228]",0.494949494949495
Cc1cc(S(=O)(=O)N(C)C)ccc1CCNNCCN1CCN(C)CC1,"[0.4795015039272729, 0.1049033333333339, 0.48514285714285715, 0.7299800000000006]",0.4537037037037037
CN1CCN(N2c3cc(Br)ccc3Sc3cccc(Br)c32)CC1,"[0.6907605840727273, 0.9127833333333338, 0.06942857142857144, 0.706844444444445]",0.37272727272727274
CN1CCN(S(=O)(=O)c2ccccc2)CC1,"[0.04573711743030301, 0.18711666666666663, 0.2901428571428572, 0.25219777777777824]",0.3541666666666667
CCc1ccc(S(=O)(=O)N(C)C)cc1-c1ccccc1CO,"[0.28522489252121214, 0.5264333333333335, 0.4115, 0.5339066666666672]",0.45
CN1CCN(CCC=C(C=N)N2c3ccccc3Sc3ccc([N+](=O)[O-])cc32)CC1,"[0.6005239273939394, 0.8114116666666672, 0.5479285714285714, 0.9024566666666672]",0.47413793103448276
CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.3148148148148148
CN(C)S(=O)(=O)c1ccc(Cc2cccc3c2N([O-])c2cc(Br)ccc2S3)c([O-])c1,"[0.8454012372236972, 0.8273833333333339, 0.6195714285714287, 0.8864422222222227]",0.36585365853658536
[O-]N1c2cc(Br)ccc2Sc2cccc(Br)c21,"[0.43895221997548495, 0.9686833333333335, 0.18785714285714283, 0.421255555555556]",0.24299065420560748
CN1CCN(Cc2ccc(S(=O)(=O)N(C)[N+](=O)[O-])cc2-c2ccccc2N)CC1,"[0.5883718947878789, 0.3325666666666666, 0.8072857142857143, 0.7889733333333337]",0.5277777777777778
CN1CCN(COc2ccc(S(=O)(=O)N(C)C)cc2[N+](=O)[O-])CC1,"[0.40342754789090907, 0.15480000000000013, 0.6873571428571429, 0.5392688888888895]",0.4423076923076923
CN(C)S(=O)(=O)c1ccc2c(c1)N(CC(=O)S(=O)(=O)[O-])c1ccccc1S2,"[0.6121508266057877, 0.35190000000000005, 0.8206428571428572, 0.6621111111111114]",0.42342342342342343
CN1CCN(CCNBr2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.8699743341454543, 0.5925333333333337, 0.39921428571428574, 0.9588055555555562]",0.6666666666666666
CN1CCN(CCc2ccc(-c3cc(S(=O)(=O)N(C)C)ccc3S(=O)(=O)[O-])cc2[O-])CC1,"[0.7761673477085453, 0.14525000000000018, 0.8865714285714286, 0.8644555555555562]",0.5221238938053098
