elites,descriptors,fitnesses
CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2[O-])CC1,"[0.3065284430542726, 0.05006666666666696, 0.47800000000000004, 0.4933533333333339]",0.5104166666666666
CN(C)S(=O)(=O)c1ccc(C=N)c(-c2ccccc2C=N)c1,"[0.2730428720727275, 0.5165400000000001, 0.6077142857142858, 0.539135555555556]",0.4215686274509804
Cc1cc(S(=O)(=O)N(C)C)ccc1CCCN1CCN(C)CC1,"[0.346054691418182, 0.3208866666666667, 0.31328571428571433, 0.6034422222222228]",0.494949494949495
Cc1cc(S(=O)(=O)N(C)C)ccc1CCNNCCN1CCN(C)CC1,"[0.4795015039272729, 0.1049033333333339, 0.48514285714285715, 0.7299800000000006]",0.4537037037037037
CN1CCN(N2c3cc(Br)ccc3Sc3cccc(Br)c32)CC1,"[0.6907605840727273, 0.9127833333333338, 0.06942857142857144, 0.706844444444445]",0.37272727272727274
CN1CCN(S(=O)(=O)c2ccccc2)CC1,"[0.04573711743030301, 0.18711666666666663, 0.2901428571428572, 0.25219777777777824]",0.3541666666666667
NN([NH3+])S(=O)(=O)N1c2cc(Br)ccc2Sc2cccc(Br)c21,"[0.7268741460972425, 0.48195000000000016, 0.6734285714285714, 0.5820033333333335]",0.2831858407079646
CCc1ccc(S(=O)(=O)N(C)C)cc1CN1CCN(C)CC1,"[0.3035830245575758, 0.29111666666666675, 0.31328571428571433, 0.5496311111111116]",0.47959183673469385
CN1CCN(CCC=C(N2c3ccccc3Sc3ccc([N+](=O)[O-])cc32)[N+](=O)[O-])CC1,"[0.6549911370181817, 0.742183333333334, 0.6857142857142857, 0.8825755555555564]",0.47863247863247865
CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.3148148148148148
CN(C)S(=O)(=O)c1ccc(CCc2cccc3c2N([O-])c2cc(Br)ccc2S3)c([O-])c1,"[0.8878729040843031, 0.859783333333334, 0.6195714285714287, 0.9375755555555557]",0.368
[O-]N1c2cc(Br)ccc2Sc2cccc(Br)c21,"[0.43895221997548495, 0.9686833333333335, 0.18785714285714283, 0.421255555555556]",0.24299065420560748
CN1CCN(CCc2ccc(S(=O)(=O)N(C)[N+](=O)[O-])cc2-c2ccccc2N)CC1,"[0.6308435616484849, 0.33965000000000006, 0.8072857142857143, 0.8430511111111114]",0.5555555555555556
CN1CCN(COc2ccc(S(=O)(=O)N(C)C)cc2[N+](=O)[O-])CC1,"[0.40342754789090907, 0.15480000000000013, 0.6873571428571429, 0.5392688888888895]",0.4423076923076923
CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)N[O-])c1ccccc1S2,"[0.5303336579633635, 0.39530000000000004, 0.7846428571428572, 0.6160144444444448]",0.42990654205607476
CN1CCN(CCNBr2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.8699743341454543, 0.5925333333333337, 0.39921428571428574, 0.9588055555555562]",0.6666666666666666
