index,smiles,pedegree,descriptors,fitnesses
CN1CCN(CCN(O)c2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(CCN(O)c2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('crossover', 'CN1CCN(CCN(O)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.4035378070060605, 0.09758333333333358, 0.6254285714285714, 0.578323333333334]",0.48514851485148514
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CCCCN1c2ccc(O)cc2Sc2ccc(O)cc21', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3640235626909091, 0.31336666666666674, 0.31328571428571433, 0.5551755555555562]",0.5104166666666666
CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('mutation', '[*;!H0:1]>>[*:1]-C', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.5368158769818182, 0.2817666666666667, 0.45835714285714285, 0.7143200000000007]",0.46226415094339623
Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1,Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1,"('crossover', 'Cc1cccc(S(=O)(=O)c2ccc(CCN3CCN(C)CC3)c(P)c2)c1', 'CCN([N+](=O)[O-])S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1')","[0.08820878429090907, 0.23851999999999998, 0.2901428571428572, 0.30483111111111155]",0.3333333333333333
CC1=C(C)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1,CC1=C(C)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1,"('crossover', 'Cc1ccc(S(=O)(=O)N(C)C)cc1CCN1CCN(C)CC1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1')","[0.2612114012727273, 0.47745, 0.2565, 0.6142166666666671]",0.42857142857142855
CCCN1c2ccccc2Sc2ccc(-c3cc(S(=O)(=O)N(C)C)ccc3O)cc21,CCCN1c2ccccc2Sc2ccc(-c3cc(S(=O)(=O)N(C)C)ccc3O)cc21,"('crossover', 'CCCC(=O)NSc1cc(S(=O)(=O)N(C)C)ccc1O', 'CCCN1c2ccccc2Sc2ccc(C)cc21')","[0.651887377660606, 0.9703666666666676, 0.4346428571428572, 0.914195555555556]",0.45689655172413796
CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(CC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1', 'CCCN1c2ccccc2Sc2ccc(C)cc21')","[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.3148148148148148
CN(C)S(=O)(=O)c1ccc(Cl)c(CC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(CC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,"('crossover', 'CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCCCC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.8425383041090909, 0.895083333333334, 0.7202142857142858, 0.9648466666666672]",0.3643410852713178
CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1,CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1,"('mutation', '[*;!H0:1]>>[*:1]-N', 'CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1')","[0.6791489279272727, 0.3811500000000001, 0.8072857142857144, 0.8359844444444451]",0.4824561403508772
CN1CCN(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('crossover', 'CN1CCN(CCN(O)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.35495810964848473, 0.1536333333333333, 0.6656428571428571, 0.5229811111111116]",0.4
CN(C)S(=O)(=O)c1ccc(-c2ccccc2F)c(CCN2CCN(S(C)=O)CC2)c1,CN(C)S(=O)(=O)c1ccc(-c2ccccc2F)c(CCN2CCN(S(C)=O)CC2)c1,"('mutation', '[*:1]~[D1]>>[*:1]', 'CN(C)S(=O)(=O)c1ccc(-c2ccccc2F)c(CCN2CCN(S(C)(=O)=O)CC2)c1')","[0.6913806423515151, 0.44943333333333335, 0.4352142857142858, 0.8721355555555561]",0.5412844036697247
