index,smiles,pedegree,descriptors,fitnesses
CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('crossover', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1')","[0.43990144336969683, 0.11975000000000006, 0.6656428571428571, 0.6240366666666674]",0.47115384615384615
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CCCCN1c2ccc(O)cc2Sc2ccc(O)cc21', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3640235626909091, 0.31336666666666674, 0.31328571428571433, 0.5551755555555562]",0.5104166666666666
CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('mutation', '[*;!H0:1]>>[*:1]-C', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.5368158769818182, 0.2817666666666667, 0.45835714285714285, 0.7143200000000007]",0.46226415094339623
Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1,Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1,"('crossover', 'Cc1cccc(S(=O)(=O)c2ccc(CCN3CCN(C)CC3)c(P)c2)c1', 'CCN([N+](=O)[O-])S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1')","[0.08820878429090907, 0.23851999999999998, 0.2901428571428572, 0.30483111111111155]",0.3333333333333333
CC1=C(O)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1,CC1=C(O)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1,"('crossover', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1')","[0.2672091726545454, 0.39338333333333336, 0.401, 0.5803811111111118]",0.41509433962264153
CN1CCN(CCCCC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,CN1CCN(CCCCC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'CN1CCN(CCCCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.6096138233090908, 0.773633333333334, 0.49949999999999994, 0.873282222222223]",0.4369747899159664
CCCCN1c2ccc(O)cc2Sc2ccc(O)cc21,CCCCN1c2ccc(O)cc2Sc2ccc(O)cc21,"('crossover', 'CCCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21', 'CCCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21')","[0.1881757569212122, 0.833433333333334, 0.31214285714285717, 0.4694511111111115]",0.24561403508771928
CN(C)S(=O)(=O)c1ccc(Cl)c(Cc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(Cc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)c1,"('crossover', 'CN1CCN(N2CCN(CCc3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc3)CC2)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.8273459226666665, 0.8558833333333339, 0.5967857142857144, 0.9314811111111111]",0.2781954887218045
CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1,CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1,"('mutation', '[*;!H0:1]>>[*:1]-N', 'CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1')","[0.6791489279272727, 0.3811500000000001, 0.8072857142857144, 0.8359844444444451]",0.4824561403508772
CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1,"('crossover', 'CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CN2CCN(c3ccccn3)CC2)c1')","[0.3909427007878788, 0.17890000000000003, 0.7187142857142857, 0.451836666666667]",0.25225225225225223
