5.214209003438609047e-01 3.491316341809322932e-01
6.572639038034633341e-01 8.567305610109627878e-01
1.303307299222913884e-01 5.618729675703061366e-01
8.897109583652169640e-01 1.823853610120633184e-01
1.112530223485239667e-01 2.125501570542110974e-01
8.810485063108196568e-01 6.122016082233591172e-01
3.172242608672095621e-01 7.877221983336107902e-01
5.638951314398871206e-01 1.390602294501244174e-01
3.747759490579619657e-01 5.166290158658712883e-01
7.156505009795108840e-01 5.158020582770069806e-01
8.855806372593864051e-01 7.760577077222354792e-01
1.932917979672891251e-01 8.695757025678164664e-01
5.193996142549586192e-01 6.819997613639713352e-01
7.720992401187742882e-01 2.812513181445543964e-01
1.967793652955975303e-01 2.039334324085603223e-01
2.352549408824252120e-01 3.542762225886592065e-02
4.177055087677166156e-01 8.890403494605696455e-01
7.693683978100818166e-01 4.049010623334153847e-02
8.902332386247120422e-01 3.473863236770655671e-01
3.922246776846531335e-01 1.488768714888923927e-01
2.559342321943171017e-01 4.216102113216871339e-01
8.798530818662737563e-01 8.592640781857143750e-01
3.612778158118024052e-02 1.036870890873520246e-01
3.510767573549956611e-01 9.637000722224431382e-01
1.224900179721745141e-01 7.161863573661265692e-01
8.612922384536358944e-02 4.426260471780079642e-01
6.555067788482615843e-01 6.677712290512817228e-01
5.504482583622519742e-01 5.197246061218662172e-01
2.831731491435160453e-01 6.398368855366747265e-01
5.314617680314005499e-01 2.296585498913069068e-01
3.984072570036540917e-01 3.337886928463870140e-01
8.333238035694940926e-01 1.134076843720980277e-01
3.163692070297491332e-02 9.512468980935808727e-01
7.205792391115668494e-01 2.041550631812601435e-01
8.087555260558467740e-01 7.138242631876635658e-01
6.794411380054670158e-01 4.416724920884920746e-01
5.393332710466596236e-01 9.658971387152128774e-01
3.702092163590727791e-01 6.038501060352695626e-01
9.681447104216851507e-01 9.601857249202805367e-01
9.616608612212861340e-01 7.270940358476680743e-01
1.387118746086496990e-01 2.850561698172589531e-01
3.195399580739361478e-01 2.629479407135443814e-01
7.573648509812191953e-01 4.274626637112869942e-01
7.694632049488048242e-01 9.593063682048701413e-01
5.853447568827151448e-01 8.066919752545115285e-01
2.170097874003349969e-01 5.061635451836496991e-01
3.970089323290530992e-01 7.505582749837897971e-01
8.050315478644549660e-01 1.984576609380733214e-01
4.812033557458149091e-01 3.097518436134361064e-02
9.604678072063290717e-01 8.117042389708366557e-01
2.008381024663641878e-01 7.794389048430581113e-01
4.692908801723650325e-01 2.865736759496665398e-01
8.073741232549369595e-01 3.662128565463809715e-01
7.382048913037019267e-01 7.913194942197723236e-01
1.761703699387680011e-01 9.639133896156604209e-01
3.496167881473810635e-02 5.804975950556504616e-01
1.928213400661419885e-01 3.575214785642295001e-01
1.077711933279865697e-01 8.939322765817070415e-01
6.374027015053089773e-01 6.113297330041378430e-02
1.445612372438661031e-01 3.788953199110395298e-02
2.633122054127355893e-01 8.438824838695733188e-01
7.963634650595494691e-01 6.323165707597924179e-01
6.737949008337890122e-01 2.766189733124589933e-01
5.274702277241158921e-01 4.373025059938003278e-01
4.304150612853208102e-02 2.846488432599008633e-01
9.647113321368945282e-01 8.882386748209299965e-01
4.532849626097593676e-01 4.923688927297610318e-01
7.310348249978582125e-01 8.857302526180675928e-01
9.579362671208806468e-01 2.252990049955453378e-01
9.535781752654851617e-01 4.777069044746957149e-01
9.040628422715089041e-01 8.111615467527399925e-02
6.182423593013797181e-01 9.590362561636518457e-01
1.695183616744483923e-01 1.261849951640344747e-01
3.912728348717070537e-02 8.599571285833029766e-01
2.643933415487987881e-01 9.489729036337286594e-01
3.203002274601614574e-01 1.065119796974987043e-01
8.876138547138956447e-02 6.331635974709677317e-01
8.813397046919623223e-01 5.209305045404831747e-01
2.993241591845399174e-01 3.495323031802242131e-01
2.707368953274269519e-01 7.325525350208567099e-01
9.604093329178933214e-01 3.069369274839566231e-01
3.465402413666332504e-01 6.908887071187498341e-01
7.127350216961223506e-01 6.052670469128804687e-01
5.888521290504437067e-01 6.310897921876609251e-01
4.373809204843845944e-01 9.663557115721628232e-01
4.506617210695661457e-01 4.030904916641723235e-01
8.532788650421817556e-01 3.281661719360373652e-02
3.478303020998657624e-02 1.859259674906943438e-01
1.626961335708531631e-01 6.430188206375511140e-01
3.988095228969700257e-01 8.184398893195028446e-01
1.047020046074574884e-01 3.549161442712227554e-01
6.394421950638540242e-01 5.547949071104841812e-01
7.341152933424237581e-01 1.215903491414830895e-01
2.863958769918517611e-02 3.846665214332258831e-01
5.081150544763712862e-02 3.576573965102103347e-02
2.153929104872027156e-01 5.866033110529029759e-01
4.958841042067115290e-01 7.522586885094930675e-01
6.146361852750878985e-01 2.078919852605342622e-01
6.973805024019630316e-01 3.730181185213271577e-02
6.739361084321531248e-01 7.581619302505517854e-01
8.878768404318930774e-01 6.939084709914972171e-01
5.882726959291096902e-01 2.985770494865925828e-01
3.385692702107084839e-02 4.962881216910638993e-01
3.649212802963819335e-01 4.229624519518367931e-01
6.099014853388573520e-01 4.675345834068886375e-01
4.694455197182448858e-01 1.013493495098539143e-01
5.169048233667209447e-01 5.814256101608156202e-01
8.034783458500311948e-01 5.592932459274203572e-01
4.373281756997882130e-01 6.662247776421277301e-01
3.945369906704876972e-01 4.896706580165904876e-02
1.299618742969136376e-01 5.004433189751911204e-01
8.648002620121615358e-01 2.776245412123384826e-01
9.591990260907414800e-01 4.054440505067447020e-02
5.777460896787789402e-01 8.884680499674402210e-01
2.365335527911612834e-01 2.783666312626085215e-01
3.658831115952154711e-02 6.836500758455124060e-01
5.657516560805646577e-01 4.101823160162576531e-02
9.031657002227472253e-01 9.463393694189856653e-01
5.940950057534915008e-01 7.269034663708533461e-01
3.981189669637171802e-01 2.371576058571607803e-01
2.931982213424287886e-01 1.894775508857726720e-01
2.163667400438791799e-01 6.912413185724788356e-01
3.365126995284586364e-01 8.836112486165982327e-01
6.216043792037700966e-01 3.736353447618341317e-01
8.103602201395208038e-01 7.923019377477317216e-01
4.400573378598088281e-02 7.765960057559868623e-01
2.913708750605449316e-01 5.625327134151457686e-01
2.991312276686851623e-01 4.888558862352131995e-01
