3.283371108993892173e-01 1.017314825149346347e-01 5.399013462314135037e-01 6.704908724489528904e-01
4.862119986846728525e-01 7.383382488262347776e-01 6.041490046026396499e-01 1.182134446709829367e-01
1.554168185926061430e-01 6.065225918107312042e-01 6.475609065504959183e-01 6.683238693761250904e-01
6.878580355686897407e-01 5.988349613517458536e-01 6.140783296306354666e-01 2.989184252200483005e-01
3.791473660518129840e-01 4.029010322442700409e-01 1.281427953055667146e-01 5.506065108765378913e-01
6.252295111743220168e-01 1.159849237917142117e-01 4.163513091567594415e-01 6.926760965472157361e-01
7.920164331842709515e-01 9.055529851289940702e-01 1.180103746430081757e-01 5.612475986569376296e-01
8.388933805410464517e-02 1.880918920485479262e-01 1.777385275264567466e-01 1.444756660079433708e-01
8.911319269860900061e-01 5.132641823489824118e-01 4.120315473084847913e-01 3.811614856550913366e-01
5.450448251310531234e-01 6.555471084227633138e-01 8.889095116653011885e-01 2.805576310222097636e-01
8.545080145165606655e-01 4.264042465082770184e-01 6.596334297828867488e-01 5.574841557282902427e-01
4.699625182353721620e-01 1.613320365611361495e-01 6.427787894049785677e-01 1.158562257607628765e-01
1.271739452371692392e-01 4.528719928418326046e-01 1.343849204734589020e-01 8.821187354321784468e-01
1.512643257634548877e-01 4.117803045925957917e-01 3.900122757366559778e-01 6.403165249424501715e-01
6.483386307506184831e-01 8.306303717978831269e-01 6.190542741827375073e-01 8.682660150187813120e-01
5.683786035951048365e-01 1.666698375436974633e-01 9.963342523880502899e-02 1.460790583499443351e-01
1.760434576566244358e-01 8.846815839815522775e-01 3.604617509669129083e-01 3.023007401487574075e-01
9.831233082270485202e-02 4.075505216332164782e-01 8.919486125368631946e-01 8.269502614144689234e-01
8.727364308346997612e-01 8.885632914184971032e-01 6.696787477610401940e-01 7.639662609708827157e-01
5.527054333713216083e-01 9.005432598083820128e-01 1.211010179090946104e-01 2.986033082082064638e-01
5.576110055864593740e-01 3.589853258012444259e-01 8.640945881768035131e-01 1.738523073892052628e-01
6.131023468691543243e-01 5.000750688684584278e-01 8.839055925164375216e-01 8.217796827783410141e-01
8.879947437793063170e-01 6.398188664597268538e-01 1.237581983742895853e-01 3.258702317924225822e-01
6.907190012030279824e-01 2.928906003842254302e-01 9.719724550106356720e-02 6.718437101287771940e-01
3.067024800656892314e-01 1.434136453876420081e-01 8.231687095678770216e-01 4.160266838200031292e-01
3.022441999056538209e-01 1.089738929742625761e-01 3.941542030306032784e-01 1.635679743864557056e-01
1.398188182317005035e-01 1.506942314896547730e-01 4.480257038499678712e-01 9.004334042090098578e-01
6.406209453083311356e-01 3.542030037249522811e-01 8.803474350094311340e-01 4.828273482964442476e-01
8.934349797686353956e-01 4.225179452064099506e-01 3.820875977073265317e-01 8.166222304653425468e-01
6.231862768882892034e-01 8.987368131076149957e-01 8.653598708419460994e-01 1.374662084840002629e-01
1.112041526158495941e-01 8.550824780505421607e-01 5.344676660940490542e-01 8.704599297006450076e-01
8.458959759146886803e-01 1.485058089574066709e-01 3.544299748798966365e-01 3.225992390612238969e-01
1.312715161507975736e-01 4.280440057033876866e-01 8.809885355312894184e-01 1.522338310874650769e-01
7.631226880126089629e-01 1.472819901281491872e-01 8.558114605582753942e-01 8.891615580018098486e-01
9.656486946280179451e-02 1.084440148855688735e-01 3.090072087649994304e-01 6.632367409688398885e-01
3.400891269809959150e-01 6.693670406360039404e-01 1.404712140291864420e-01 4.019863953783897603e-01
1.087857004405461403e-01 7.969121406219354942e-01 8.705322028136235346e-01 1.281358978039532914e-01
5.012215880028105808e-01 4.967279753116781715e-01 5.442458602410379376e-01 8.644964176921527965e-01
5.109112555303458869e-01 8.187364810908053236e-01 8.958571805156840817e-01 8.384748838828950390e-01
8.605681089170054143e-01 1.213228811569028176e-01 1.806006608785571399e-01 1.053170376425912602e-01
5.487434903326874336e-01 8.640371716069892294e-01 1.098047799365258204e-01 8.740873853720185771e-01
8.300400412789352700e-01 8.488237300826777521e-01 5.803603394238225910e-01 9.024650096232961216e-02
4.094831226280782888e-01 8.935026186159199524e-01 6.169919252497482187e-01 4.499794945758838205e-01
4.019278744856709107e-01 5.797579656713049978e-01 8.397160741963294317e-01 8.735333560734459546e-02
3.335152165266935809e-01 4.191916581829783772e-01 8.839834035584639427e-01 6.032837251133523759e-01
8.548583002867451430e-01 5.591999111355754337e-01 8.742938510767319649e-01 6.343864037065936046e-01
5.584411375107561915e-01 1.156208736400590187e-01 1.846040346577563773e-01 8.912479767479101200e-01
6.080993415770876709e-01 9.632805373467201449e-02 8.510554469417375145e-01 2.690165652676884678e-01
4.015147556828743136e-01 8.068428396307196770e-01 1.472821052996614033e-01 1.167283983156643945e-01
8.872551475723637893e-01 1.810002525129140172e-01 1.149856243985350468e-01 4.306058364701023100e-01
1.972086084364395031e-01 8.836167446253214708e-01 4.125796733901155866e-01 6.203591439159223953e-01
9.545211176750256765e-02 4.383417829693470602e-01 1.091743483950481375e-01 3.276987866345604239e-01
2.797477972874250485e-01 1.276720288899365063e-01 1.031652503638889051e-01 2.101575140639767580e-01
6.097080667690394362e-01 6.877827262000293373e-01 3.289352355423574847e-01 8.611862128539794492e-01
1.019067524894993193e-01 1.468675638962016472e-01 6.239249305113400146e-01 6.564987716303127829e-01
6.959951838660161094e-01 7.382332188648732529e-01 3.109302036797549906e-01 3.695064744410271329e-01
8.558618176901612307e-01 6.110084366398291778e-01 4.010615556371812662e-01 1.205780270550185773e-01
1.395657353531587486e-01 8.454846519631790125e-01 8.745626572541082000e-01 8.882223141004247369e-01
6.537092640287478496e-01 4.747329961117935371e-01 1.102393394880205046e-01 3.650393440009902513e-01
1.660627228454917281e-01 8.708450397923854780e-01 5.340504659349565308e-01 1.141754057216933793e-01
4.019369245373987654e-01 3.358878527818355275e-01 8.410812629417989683e-01 8.746353208267957369e-01
4.336724070567123945e-01 3.261039536783683079e-01 6.077934138099819750e-01 6.265999947398663839e-01
1.699439546841896576e-01 1.244677584311569274e-01 1.170339439394323389e-01 8.563513800928852504e-01
1.430763278529695315e-01 8.600531746730458726e-01 8.997170803250349458e-01 4.071221433547723700e-01
6.553580183157332595e-01 2.971933833556203997e-01 5.911082745195910260e-01 2.882825929384609798e-01
9.142006702153065989e-02 1.296414601379576870e-01 8.735256847034837957e-01 2.715776651560095623e-01
4.649769892181498943e-01 4.947533256539683455e-01 3.208064679684894394e-01 3.831770752598728236e-01
3.766808566678735981e-01 8.508316236878199490e-01 6.076303541120379181e-01 8.298122272352960183e-01
8.450996375648056613e-01 8.541414951681600698e-01 1.401610074056213739e-01 1.325404127896714357e-01
8.747476683397832353e-01 3.477866401693202603e-01 5.871485022139205645e-01 1.335691728616073548e-01
4.228119224734890880e-01 8.620520653777514752e-01 9.022256093494448459e-01 4.920589694654535218e-01
8.637564870445850751e-01 8.608635421316126468e-01 1.413887654925014004e-01 8.495489397012009336e-01
8.496763235782527346e-01 8.298991096248368171e-01 8.995766681899124428e-01 8.588964124387240551e-01
3.709884796292017839e-01 4.042344625136895520e-01 6.596663878739996711e-01 3.238657153470411165e-01
8.733643770583632282e-01 4.835524497190690774e-01 8.655081531090405011e-01 3.404859072101207307e-01
8.766481105293164600e-01 8.747123391408222481e-01 3.936640303453267653e-01 2.677367244632715693e-01
8.829968885627536013e-01 8.224190860100544231e-01 8.542249420505336754e-01 1.740541489044200030e-01
3.272833607846495907e-01 3.113652220088714007e-01 2.935792118472424495e-01 8.575658323916610648e-01
8.668912248979900870e-01 5.970113945062104355e-01 6.785831065318796984e-01 8.652798705383788480e-01
8.548402695391095207e-01 1.547803001061692219e-01 1.415520194982137214e-01 8.663184800973999788e-01
7.822603486121513239e-01 6.256947588131931415e-01 4.770425667918289925e-01 6.890711285589175006e-01
1.085501258012969705e-01 1.265600277658069372e-01 4.804373453855927401e-01 3.602988844076532859e-01
1.324171945395568595e-01 6.585001241966559338e-01 1.357428364713808566e-01 6.524454110642770033e-01
4.546219028453493127e-01 6.112007453421953729e-01 5.094612516869635455e-01 6.180508447453720855e-01
1.705289858313951412e-01 8.364333283405551711e-01 8.236680431681077108e-01 6.538621654282460449e-01
5.263621528322001142e-01 1.012432902023600034e-01 5.172275533021920557e-01 4.108309906675567946e-01
5.233446796296595815e-01 1.402714620153618363e-01 5.688640764503970493e-01 9.027870082455211609e-01
3.450297093653373892e-01 4.107105440881035907e-01 4.016782652497354333e-01 1.074402940105466664e-01
8.882884005038940156e-01 4.473952882225372130e-01 8.978819814863761017e-01 8.943578147447818205e-01
8.389020941035307821e-01 4.031107583379358594e-01 1.791562477808921194e-01 1.372822953597380713e-01
7.582221814117784398e-01 3.507771805115966757e-01 6.362023532840852535e-01 8.556489414092958157e-01
1.534384952465619456e-01 8.596314398546882618e-01 1.375058854665483499e-01 8.558972685852673790e-01
1.402288374898481016e-01 1.526923762926841732e-01 8.924268445235956637e-01 6.178729519336951803e-01
8.798374254302325781e-01 4.643605085193067694e-01 1.282972710414144180e-01 5.930076022859882556e-01
5.231383354281922138e-01 8.803872803793884039e-01 3.951418176685056460e-01 1.501067750873616435e-01
8.678811710228127030e-01 1.117438729792553653e-01 6.533032527445193915e-01 7.259844976765150726e-01
5.990036377739821338e-01 3.724820570121278318e-01 2.444182802637783758e-01 8.813574064111631134e-01
1.300135230505732320e-01 8.561556641652069422e-01 6.636644565435736443e-01 3.695246783351873732e-01
1.030295730008320421e-01 6.573957104536368723e-01 3.992022589081938855e-01 4.858561916722031748e-01
1.123242592225436876e-01 3.114502267513540867e-01 1.204358763393880705e-01 5.951286985520014561e-01
5.883011811728932061e-01 5.010216051919027525e-01 4.837646105100877891e-01 1.329698889394770878e-01
8.996628881769618280e-01 8.642303367475216991e-01 8.827164979205330830e-01 5.126026393572379325e-01
1.270875864503806518e-01 8.863327552179123270e-01 1.250965820234216097e-01 4.554569723375065937e-01
5.867300206583571098e-01 5.901814690321569579e-01 1.377715680017886912e-01 1.134151319579997930e-01
1.712013011358750614e-01 6.034038144140391191e-01 4.251183543360205763e-01 8.702532019023010434e-01
1.157274474307179446e-01 5.394803523614009055e-01 4.633856650603755400e-01 1.226338755782718781e-01
8.137124923185570236e-01 9.177223683594210035e-02 5.974936264198631442e-01 1.322858748388021088e-01
8.569166479763854483e-01 1.630803707917776180e-01 8.543592853694379485e-01 3.765828963496340442e-01
4.983743345214974863e-01 8.672630265539218453e-01 3.469577336508462562e-01 5.687601362430914076e-01
6.649846021765166704e-01 3.712872853543598972e-01 4.199924843057278312e-01 5.484718147209759476e-01
3.882647597082812263e-01 8.628259203562540502e-01 1.055880114699409011e-01 6.016339284937362031e-01
6.952232560858050414e-01 8.319284303798427649e-01 9.005215601073459641e-01 4.956575242632639267e-01
2.920570189462089461e-01 4.094574053462060048e-01 1.249481114669168114e-01 1.426460205705454287e-01
8.714521121892468969e-01 7.470559913668366470e-01 6.320260889762149281e-01 4.673279975463713320e-01
8.518243647217071945e-01 1.460373780822066259e-01 4.625543680744964026e-01 9.072588128724242695e-01
5.426044275503992820e-01 9.111036242022756415e-01 7.547536594332941995e-01 6.783657994009612002e-01
3.178909186701290301e-01 1.436063383256928061e-01 8.816177274335841307e-01 1.139732916217383596e-01
5.809871454018563641e-01 1.224695027928834890e-01 8.122682682168820278e-01 5.597934313880004176e-01
1.201886748616403655e-01 6.347145235272997343e-01 1.878003991043278309e-01 1.441043664833841498e-01
1.641539847882572123e-01 5.844260774709932882e-01 6.577685404384583379e-01 1.932092891720668115e-01
2.769066075861674747e-01 6.028782430383707869e-01 8.243873057136080762e-01 8.919190546474853321e-01
1.202177616744697919e-01 3.349108543286656303e-01 6.536299410339573290e-01 4.336964216171560471e-01
