elites,descriptors,fitnesses
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2N)CC1,"[0.3065989305212122, 0.13483333333333367, 0.4991428571428572, 0.548535555555556]",0.5104166666666666
CC(=N)c1ccc(S(=O)(=O)N(C)C)cc1-c1ccccc1N,"[0.2791509025696972, 0.5123116666666667, 0.6232142857142857, 0.5518433333333337]",0.42574257425742573
CN1CCN(CCC=Cc2cccc(S(=O)(=O)N(C)C)c2)CC1,"[0.3399466609212122, 0.34793333333333337, 0.31328571428571433, 0.6100311111111119]",0.5360824742268041
CN1CCN(CCC=CNPc2cccc(S(=O)(=O)N(C)C)c2)CC1,"[0.48234813272121213, 0.23275, 0.39921428571428574, 0.7343722222222229]",0.5048543689320388
CC(=CCCN1CCN(C)CC1)S(C)(=O)=O,"[0.06406120892121209, 0.17871666666666666, 0.2901428571428572, 0.30172000000000043]",0.3473684210526316
CCc1ccc(S(=O)(=O)N(C)C)cc1CN1CCN(C)CC1,"[0.3035830245575758, 0.29111666666666675, 0.31328571428571433, 0.5496311111111116]",0.47959183673469385
CN1CCN(CCC=Cc2ccc(S(=O)(=O)N(C)C)cc2-c2ccccc2N=N)CC1,"[0.655211655248485, 0.7361783333333337, 0.5719285714285715, 0.9460722222222228]",0.6538461538461539
CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.18508363238787887, 0.8512500000000006, 0.33128571428571424, 0.4550933333333338]",0.3148148148148148
CN(C)S(=O)(=O)c1ccc(Cl)c(N2c3ccccc3Sc3ccc(S(=O)(=O)C=N)cc32)c1,"[0.8545902931393939, 0.9009116666666673, 0.7043571428571429, 0.9677811111111114]",0.384
CN1CCN(CCC(=N)c2ccc(S(=O)(=O)N(C)C)cc2-c2ccccc2N=N)CC1,"[0.6582275612121212, 0.6286233333333336, 0.7422857142857142, 0.9215688888888893]",0.6132075471698113
CN1CCN(CCc2ccc(S(=O)(=O)N(C)N)cc2N=N)CC1,"[0.34899437881212125, 0.18886166666666693, 0.7577857142857143, 0.5336322222222226]",0.4230769230769231
CN(C)S(=O)(=O)c1ccc(S(=O)(=O)N(C)N)c(-c2ccccc2CN=N)c1,"[0.5639499883393941, 0.3548450000000001, 0.9785, 0.6748744444444449]",0.3893805309734513
CN1CCN(N(C)CCN(C)NN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"[0.7612206553454544, 0.4397333333333333, 0.4455, 0.996905555555556]",0.49572649572649574
CN(C)S(=O)(=O)c1ccc(CN=N)c(CN=N)c1,"[0.1336201385454546, 0.4164733333333334, 0.7842857142857144, 0.2779800000000002]",0.26666666666666666
CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2-c2ccccc2NNC(=N)N)CC1,"[0.7098231645333337, 0.28396166666666717, 0.8413571428571429, 0.9896033333333337]",0.5963302752293578
Cc1ccccc1-c1cc(S(=O)(=O)N(C)C)ccc1C1CC1,"[0.2731190906424243, 0.7149533333333338, 0.267, 0.5495866666666671]",0.45
CN1CCN(CCC=Cc2ccc(S(=O)(=O)N(C)C)cc2-c2ccccc2N)CC1,"[0.6158321129212122, 0.5561333333333335, 0.4991428571428572, 0.9416800000000004]",0.6732673267326733
CN1CCN(CC=Cc2ccc(S(=O)(=O)N(C)N=N)cc2-c2ccccc2N=N)CC1,"[0.655135436678788, 0.7238566666666669, 0.8305714285714286, 0.8861466666666671]",0.5087719298245614
Cc1ccccc1-c1cc(S(=O)N(C)C)ccc1C=CCCN1CCN(C)CC1,"[0.5643467687151518, 0.7328200000000006, 0.1913571428571429, 0.9366488888888896]",0.5045045045045045
CN(C)S(=O)(=O)c1ccc(C2CC2)c(-c2ccccc2N=N)c1,"[0.3155145389333336, 0.7739616666666672, 0.5256428571428572, 0.5503722222222227]",0.4230769230769231
CN(C)S(=O)(=O)c1ccc(CN)c(-c2ccccc2CN=N)c1,"[0.32463847539393964, 0.5155950000000001, 0.7115000000000001, 0.5499322222222227]",0.4230769230769231
CN1CCN(CCN2CCN(CCc3cccc(S(=O)(=O)N(C)C)c3)CC2)CC1,"[0.6008084740121212, 0.14073333333333396, 0.3595714285714286, 0.8648422222222231]",0.4152542372881356
CCCc1ccc(S(=O)(=O)N(C)C)cc1-c1ccccc1N=N,"[0.32162256943030326, 0.786478333333334, 0.5256428571428572, 0.5728166666666673]",0.4368932038834951
CC(=CCCN1CCN(C)CC1)c1ccccc1,"[0.05816348111515147, 0.5379000000000002, 0.04628571428571429, 0.42941111111111163]",0.3979591836734694
Cc1ccccc1-c1cc(S(=O)(=O)N(C)C)ccc1C=CCCN1CCN(C)CC1,"[0.612816206957576, 0.6771700000000004, 0.31328571428571433, 0.9452866666666675]",0.6732673267326733
CN1CCN(CCNc2ccc(S(=O)(=O)N(C)N)cc2-c2ccccc2N)CC1,"[0.5855002884848485, 0.26488333333333375, 0.7709285714285714, 0.8650366666666669]",0.5660377358490566
CN1CCN(Cc2ccc(S(=O)(=O)N(C)N)cc2-c2ccccc2N)CC1,"[0.49754104880000005, 0.2795666666666668, 0.685, 0.7577844444444447]",0.5533980582524272
