smiles,descriptors,fitnesses
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
CN(C)S(=O)(=O)c1ccc(C=N)c(-c2ccccc2C=N)c1,"[0.2730428720727275, 0.5165400000000001, 0.6077142857142858, 0.539135555555556]",0.4215686274509804
CCCc1ccc(S(=O)(=O)N(C)[N+](=O)Br)cc1[N+](=O)Br,"[0.6178734967763031, 0.5806166666666669, 0.5538571428571428, 0.4461622222222224]",0.21238938053097345
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.3640235626909091, 0.31336666666666674, 0.31328571428571433, 0.5551755555555562]",0.5104166666666666
CN1CCN(CCc2ccc(S(=O)(=O)N(C)C)cc2Pc2ccccn2)CC1,"[0.5914390418121214, 0.20851666666666688, 0.4053571428571429, 0.8530644444444448]",0.5471698113207547
Cc1cc(Br)c(SCCN2CCN(Br)CC2)c([N+](=O)Br)c1,"[0.8329202905578486, 0.8329033333333339, 0.18971428571428572, 0.6528600000000003]",0.2222222222222222
CN1CCN(CCPc2ccccn2)CC1,"[0.03678631596969696, 0.18879999999999994, 0.13835714285714287, 0.34433333333333377]",0.32
CN1CCN(CCc2ccc(S(=O)(=O)N(C)[N+](=O)Br)cc2[N+](=O)Br)CC1,"[0.8726272793702423, 0.3868500000000001, 0.6001428571428572, 0.7088955555555561]",0.3963963963963964
CN([N+](=O)Br)S(=O)(=O)CC[N+](=O)Br,"[0.3450039507399395, 0.14009999999999997, 0.5538571428571428, 0.12806222222222244]",0.09345794392523364
CN1CCN(CCS(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.28224302710303034, 0.39348333333333324, 0.2901428571428572, 0.5548644444444452]",0.494949494949495
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)P(C)ON)cc32)CC1,"[0.7640332435939392, 0.721016666666667, 0.5419285714285714, 0.9771355555555562]",0.7835051546391752
CCC=C1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"[0.1759596959272728, 0.9001833333333339, 0.30814285714285716, 0.45590444444444483]",0.43434343434343436
CN(SN)S(=O)(=O)c1ccc2c(c1)C(=CCC[N+](=O)Br)c1ccccc1S2,"[0.7907908876487578, 0.7840333333333338, 0.5962857142857142, 0.8094622222222223]",0.5533980582524272
CCCCc1c(Br)cc(C)cc1[N+](=O)Br,"[0.33013231723663633, 0.8867366666666672, 0.1434285714285714, 0.3300600000000003]",0.10619469026548672
CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCS(=O)(=O)[N+](=O)[O-])c1ccccc1S2,"[0.6940384827151515, 0.5549666666666669, 0.8190000000000002, 0.7817444444444446]",0.6078431372549019
